000877,天山股份,新疆天山水泥股份有限公司,水泥
000878,云南铜业,云南铜业股份有限公司,铜
000880,潍柴重机,潍柴重机股份有限公司,内燃机
000881,中广核技,中广核核技术发展股份有限公司,综合
000882,华联股份,北京华联商厦股份有限公司,物业经营
000883,湖北能源,湖北能源集团股份有限公司,火电
000885,城发环境,河南城发环境股份有限公司,水泥
000886,海南高速,海南高速公路股份有限公司,高速公路
000887,中鼎股份,安徽中鼎密封件股份有限公司,汽车零部件
000888,峨眉山A,峨眉山旅游股份有限公司,景区
000889,中嘉博创,中嘉博创信息技术股份有限公司,其他软件服务
000890,法尔胜,江苏法尔胜股份有限公司,金属制品
000892,欢瑞世纪,欢瑞世纪联合股份有限公司,影视
000893,*ST东凌,广州东凌国际投资股份有限公司,航运
000895,双汇发展,河南双汇投资发展股份有限公司,肉制品
000897,津滨发展,天津津滨发展股份有限公司,房地产开发
000898,鞍钢股份,鞍钢股份有限公司,普钢
000899,赣能股份,江西赣能股份有限公司,火电
000900,现代投资,现代投资股份有限公司,高速公路
000901,航天科技,航天科技控股集团股份有限公司,仪器仪表
000902,新洋丰,湖北新洋丰肥业股份有限公司,复合肥
000903,云内动力,昆明云内动力股份有限公司,汽车零部件
000905,厦门港务,厦门港务发展股份有限公司,港口
000906,浙商中拓,浙商中拓集团股份有限公司,贸易
000908,景峰医药,湖南景峰医药股份有限公司,化学制剂
000909,数源科技,数源科技股份有限公司,贸易
000910,大亚圣象,大亚圣象家居股份有限公司,家具制造
000911,南宁糖业,南宁糖业股份有限公司,制糖
000912,*ST天化,四川泸天化股份有限公司,氮肥
000913,钱江摩托,浙江钱江摩托股份有限公司,摩托车
000915,山大华特,山东山大华特科技股份有限公司,化学制剂
000916,华北高速,华北高速公路股份有限公司,高速公路
000917,电广传媒,湖南电广传媒股份有限公司,有线电视
000918,嘉凯城,嘉凯城集团股份有限公司,房地产开发
000919,金陵药业,金陵药业股份有限公司,化学制剂
000920,南方汇通,南方汇通股份有限公司,其他化学制品
000921,海信家电,海信家电集团股份有限公司,冰箱、洗衣机、空调
000922,佳电股份,哈尔滨电气集团佳木斯电机股份有限公司,电机
000923,河北宣工,河北宣化工程机械股份有限公司,工程机械
000925,众合科技,浙江众合科技股份有限公司,轨道交通设备
000926,福星股份,湖北福星科技股份有限公司,房地产开发
000927,一汽夏利,天津一汽夏利汽车股份有限公司,乘用车
000928,中钢国际,中钢国际工程技术股份有限公司,专业工程
000929,兰州黄河,兰州黄河企业股份有限公司,啤酒
000930,中粮生化,中粮生物化学(安徽)股份有限公司,燃料乙醇
000931,中关村,北京中关村科技发展(控股)股份有限公司,综合
000932,华菱钢铁,湖南华菱钢铁股份有限公司,普钢
000933,神火股份,河南神火煤电股份有限公司,铝
000935,四川双马,四川双马水泥股份有限公司,水泥
000936,华西股份,江苏华西村股份有限公司,涤纶
000937,冀中能源,冀中能源股份有限公司,煤炭开采洗选
000938,紫光股份,紫光股份有限公司,PC、服务器及硬件
000939,*ST凯迪,凯迪生态环境科技股份有限公司,新能源发电
000948,南天信息,云南南天电子信息产业股份有限公司,专用计算机设备
000949,新乡化纤,新乡化纤股份有限公司,粘胶纤维
000950,重药控股,重药控股股份有限公司,氮肥
000951,中国重汽,中国重汽集团济南卡车股份有限公司,商用车
000952,广济药业,湖北广济药业股份有限公司,化学原料药
000953,*ST河化,广西河池化工股份有限公司,氮肥
000955,欣龙控股,欣龙控股(集团)股份有限公司,家纺
000957,中通客车,中通客车控股股份有限公司,商用车
000958,东方能源,国家电投集团东方新能源股份有限公司,其他发电
000959,首钢股份,北京首钢股份有限公司,普钢
000960,锡业股份,云南锡业股份有限公司,锡
000961,中南建设,江苏中南建设集团股份有限公司,专业工程
000962,东方钽业,宁夏东方钽业股份有限公司,其他金属新材料
000963,华东医药,华东医药股份有限公司,医药商业
000965,天保基建,天津天保基建股份有限公司,房地产开发
000966,长源电力,国电长源电力股份有限公司,火电
000967,盈峰环境,盈峰环境科技集团股份有限公司,电工机械制造
000968,蓝焰控股,山西蓝焰控股股份有限公司,煤炭开采洗选
000969,安泰科技,安泰科技股份有限公司,其他金属新材料
000970,中科三环,北京中科三环高技术股份有限公司,磁性材料
000971,高升控股,高升控股股份有限公司,云服务(含IDC、CDN)
000972,ST中基,中基健康产业股份有限公司,番茄加工
000973,佛塑科技,佛山佛塑科技集团股份有限公司,塑料制品
000975,银泰资源,银泰资源股份有限公司,铅锌
