index_col,stock_code,shortname,fullname,city,region,income,profit,number,comedate,book,report,industry,product,bussiness
2909,600960,渤海汽车,渤海汽车系统股份有限公司,滨州市,滨州市,145853.98,7712.08,3635,2004-04-07,--,,汽车零部件,主营业务:活塞及组件、专用数控机床、轻量化汽车零部件、汽车轮毂、汽车空调、减震器、排气系统、油箱、启停电池等多个产品的设计、开发、制造及销售,活塞及组件、专用数控机床、轻量化汽车零部件、汽车轮毂、汽车空调、减震器、排气系统、油箱、启停电池等多个产品的设计、开发、制造及销售
2910,600961,株冶集团,株洲冶炼集团股份有限公司,株洲市,天元区,635672.9,-135985.99,5269,2004-08-30,--,,铅锌,主营业务:国家法律法规允许的产业投资；冶炼、销售有色金属产品、矿产品及副产品；生产、销售工业硫酸、二氧化硫烟气；研究、开发、生产、销售政策允许的金属新材料。,国家法律法规允许的产业投资；冶炼、销售有色金属产品、矿产品及副产品；生产、销售工业硫酸、二氧化硫烟气；研究、开发、生产、销售政策允许的金属新材料。
2911,600962,国投中鲁,国投中鲁果汁股份有限公司,北京市,丰台区,39744.51,665.42,1583,2004-06-22,--,,果汁饮料,主营业务:浓缩果蔬汁的生产和销售,浓缩果蔬汁的生产和销售
2912,600963,岳阳林纸,岳阳林纸股份有限公司,岳阳市,岳阳楼区,339821.52,29552.44,3632,2004-05-25,--,,造纸,主营业务:机制纸、商品浆的生产、销售及林业经营,机制纸、商品浆的生产、销售及林业经营
2913,600965,福成股份,河北福成五丰食品股份有限公司,廊坊市,三河市,70349.8,8543.0,3390,2004-07-13,--,,畜牧养殖,主营业务:畜牧养殖及屠宰、食品加工行业，餐饮服务行业，殡葬服务行业,畜牧养殖及屠宰、食品加工行业，餐饮服务行业，殡葬服务行业
2914,600966,博汇纸业,山东博汇纸业股份有限公司,淄博市,桓台县,436376.68,41146.2,4531,2004-06-08,--,,造纸,主营业务:胶印纸、书写纸、包装纸、纸板、造纸木浆的生产、销售,胶印纸、书写纸、包装纸、纸板、造纸木浆的生产、销售
2915,600967,内蒙一机,内蒙古第一机械集团股份有限公司,包头市,青山区,508241.5,28890.61,8668,2004-05-18,--,,军品、铁路车辆、车辆零部件、石油机械、工程机械等,主营业务:铁路车辆、结构件、铸造、车辆弹簧的生产和销售,铁路车辆、结构件、铸造、车辆弹簧的生产和销售
2916,600969,郴电国际,湖南郴电国际发展股份有限公司,郴州市,北湖区,133675.67,4493.02,2863,2004-04-08,--,,水电,主营业务:电力供应，供水业务以及工业气体、余热发电、水力发电投资业务,电力供应，供水业务以及工业气体、余热发电、水力发电投资业务
2917,600970,中材国际,中国中材国际工程股份有限公司,南京市,江宁区,1007951.76,64759.49,8240,2005-04-12,--,,专业工程,主营业务:水泥技术装备及工程服务。,水泥技术装备及工程服务。
2918,600971,恒源煤电,安徽恒源煤电股份有限公司,淮北市,濉溪县,314774.56,45266.16,13993,2004-08-17,--,,煤炭开采洗选,主营业务:煤炭开采、洗选、销售,煤炭开采、洗选、销售
2919,600973,宝胜股份,宝胜科技创新股份有限公司,扬州市,宝应县,1527697.92,8171.68,6067,2004-08-02,--,,电线电缆,主营业务:电线电缆及其相关产品的生产、研发及销售。,电线电缆及其相关产品的生产、研发及销售。
2920,600975,新五丰,湖南新五丰股份有限公司,长沙市,岳麓区,74667.18,-5609.37,1381,2004-06-09,--,,畜牧养殖,主营业务:生猪养殖、肉品销售以及饲料加工。,生猪养殖、肉品销售以及饲料加工。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2921,600976,健民集团,健民药业集团股份有限公司,武汉市,汉阳区,107460.69,5749.25,1861,2004-04-19,--,,中药生产,主营业务:药品的研发、制造、批发与零售,药品的研发、制造、批发与零售
2922,600977,中国电影,中国电影股份有限公司,北京市,怀柔区,461941.69,66672.21,4229,2016-08-09,,,影视,主营业务:影视制片制作、电影发行、电影放映及影视服务业务。,影视制片制作、电影发行、电影放映及影视服务业务。
2923,600978,宜华生活,宜华生活科技股份有限公司,汕头市,澄海区,356298.27,37789.6,12879,2004-08-24,--,,家具制造,主营业务:家具和木地板等家居产品的研发、设计、生产与销售,家具和木地板等家居产品的研发、设计、生产与销售
2924,600979,广安爱众,四川广安爱众股份有限公司,广安市,广安区,96382.32,12198.19,2499,2004-09-06,--,,水电,主营业务:水力发电、供电、天然气供应、生活饮用水、水电气仪表校验安装和调试,水力发电、供电、天然气供应、生活饮用水、水电气仪表校验安装和调试
2925,600980,北矿科技,北矿科技股份有限公司,北京市,丰台区,23547.13,1832.86,588,2004-05-12,--,,磁性材料,主营业务:从事矿山装备、磁性材料和磁器件的研发、生产和销售。,从事矿山装备、磁性材料和磁器件的研发、生产和销售。
2926,600981,汇鸿集团,江苏汇鸿国际集团股份有限公司,南京市,秦淮区,1744606.34,23236.39,3663,2004-06-30,--,,贸易,主营业务:贸易、房地产、投资,贸易、房地产、投资
2927,600982,宁波热电,宁波热电股份有限公司,宁波市,海曙区,78863.71,9084.28,402,2004-07-06,--,,其他发电,主营业务:电力电量、热量、灰渣的生产及其咨询服务;热力供应,电力电量、热量、灰渣的生产及其咨询服务;热力供应
2928,600983,惠而浦,惠而浦(中国)股份有限公司,合肥市,蜀山区,311554.62,28913.09,7573,2004-07-27,--,,冰箱、洗衣机,主营业务:洗衣机、冰箱、冷冻箱、冷藏箱、微波炉、洁身器、空气净化器等相关产品及其它相关电子电器产品的生产、销售和服务；电子程控器、离合器、模具、电机及控制系统等产品生产、销售业务；企业运输、仓储等综合服务。,洗衣机、冰箱、冷冻箱、冷藏箱、微波炉、洁身器、空气净化器等相关产品及其它相关电子电器产品的生产、销售和服务；电子程控器、离合器、模具、电机及控制系统等产品生产、销售业务；企业运输、仓储等综合服务。
2929,600984,建设机械,陕西建设机械股份有限公司,西安市,新城区,92076.09,5924.42,3318,2004-07-07,--,,工程机械,主营业务:工程机械、建筑机械、金属结构产品及相关配件的研发、生产及销售；金属结构安装工程；工程机械设备的租赁、维修；自产产品出口；本企业所需原辅材料、设备、零配件的进出口,工程机械、建筑机械、金属结构产品及相关配件的研发、生产及销售；金属结构安装工程；工程机械设备的租赁、维修；自产产品出口；本企业所需原辅材料、设备、零配件的进出口
2930,600985,淮北矿业,淮北矿业控股股份有限公司,淮北市,相山区,44806.03,7216.84,2058,2004-04-28,--,,民爆用品,"主营业务:乳化炸药及雷管的生产及销售、爆破技术服务、煤炭采掘、洗选加工、销售,煤化工产品的生产、销售等业务","乳化炸药及雷管的生产及销售、爆破技术服务、煤炭采掘、洗选加工、销售,煤化工产品的生产、销售等业务"
2931,600986,科达股份,科达集团股份有限公司,东营市,广饶县,691161.49,38362.44,2111,2004-04-26,--,,营销服务,主营业务:基础设施设计、施工与房地产开发，互联网营销业务,基础设施设计、施工与房地产开发，互联网营销业务
2932,600987,航民股份,浙江航民股份有限公司,杭州市,萧山区,193750.93,27779.69,8235,2004-08-09,--,,印染,主营业务:纺织、印染及相关原辅材料的生产和销售，热电生产，煤炭的采购、销售，经营进出口业务,纺织、印染及相关原辅材料的生产和销售，热电生产，煤炭的采购、销售，经营进出口业务
2933,600988,赤峰黄金,赤峰吉隆黄金矿业股份有限公司,赤峰市,赤峰市,99876.36,6225.51,2303,2004-04-14,--,,黄金,主营业务:黄金采选与资源综合回收利用,黄金采选与资源综合回收利用
2934,600990,四创电子,安徽四创电子股份有限公司,合肥市,蜀山区,117417.42,-3703.18,3374,2004-05-10,--,,其他电子器件,主营业务:雷达整机及雷达配套产品、无线通信设备产品的研制、生产和销售。,雷达整机及雷达配套产品、无线通信设备产品的研制、生产和销售。
2935,600992,贵绳股份,贵州钢绳股份有限公司,遵义市,红花岗区,98417.41,1164.67,4019,2004-05-14,--,,金属制品,主营业务:钢绳产品及相关设备、材料、技术的研究、生产、加工、销售及进出口业务、高科技产品的研制、开发与技术服务,钢绳产品及相关设备、材料、技术的研究、生产、加工、销售及进出口业务、高科技产品的研制、开发与技术服务
2936,600993,马应龙,马应龙药业集团股份有限公司,武汉市,武昌区,107228.74,10263.35,3119,2004-05-17,--,,中药生产,主营业务:药品制造、医药零售及批发以及医疗服务等,药品制造、医药零售及批发以及医疗服务等
2937,600995,文山电力,云南文山电力股份有限公司,文山壮族苗族自治州,文山市,107613.55,28313.38,2265,2004-06-15,--,,水电,主营业务:水力发电、供电和配电。,水力发电、供电和配电。
2938,600996,贵广网络,贵州省广播电视信息网络股份有限公司,贵阳市,观山湖区,143517.93,24032.35,5572,2016-12-26,,,有线电视,主营业务:广播电视节目收视服务、数字电视增值业务的开发与经营、数据业务、有线电视相关工程及安装、节目传输等,广播电视节目收视服务、数字电视增值业务的开发与经营、数据业务、有线电视相关工程及安装、节目传输等
2939,600997,开滦股份,开滦能源化工股份有限公司,唐山市,唐山市,1001745.98,58227.67,10816,2004-06-02,--,,煤炭开采洗选,主营业务:煤炭开采、原煤洗选加工和洗选产品的销售。,煤炭开采、原煤洗选加工和洗选产品的销售。
2940,600998,九州通,九州通医药集团股份有限公司,武汉市,汉阳区,4244899.49,53674.28,25186,2010-11-02,--,,医药商业,主营业务:药品、医疗器械、食品、保健品等产品的批发、零售连锁及药品生产和研发以及增值服务业务,药品、医疗器械、食品、保健品等产品的批发、零售连锁及药品生产和研发以及增值服务业务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2941,600999,招商证券,招商证券股份有限公司,深圳市,福田区,478615.97,180661.7,9908,2009-11-17,--,,证券,主营业务:证券经纪、投资银行、资产管理、基金管理、证券自营、证券投资管理、直接投资等。,证券经纪、投资银行、资产管理、基金管理、证券自营、证券投资管理、直接投资等。
2942,601000,唐山港,唐山港集团股份有限公司,唐山市,唐山市,445918.42,78301.72,3931,2010-07-05,--,,港口,主营业务:从事港口综合运输业务,从事港口综合运输业务
2943,601001,大同煤业,大同煤业股份有限公司,大同市,矿区,530876.16,47504.17,6012,2006-06-23,--,,煤炭开采洗选,主营业务:煤炭的采掘、洗选加工及销售,煤炭的采掘、洗选加工及销售
2944,601002,晋亿实业,晋亿实业股份有限公司,嘉兴市,嘉善县,155284.32,6006.59,3860,2007-01-26,--,,基础件,主营业务:各类紧固件产成品、中间产品的研发、生产和销售,各类紧固件产成品、中间产品的研发、生产和销售
2945,601003,柳钢股份,柳州钢铁股份有限公司,柳州市,柳北区,2258328.85,204057.34,9742,2007-02-27,--,,普钢,主营业务:从事焦化、烧结、铁、钢冶炼及钢板、型材等钢压延加工业务,从事焦化、烧结、铁、钢冶炼及钢板、型材等钢压延加工业务
2946,601005,重庆钢铁,重庆钢铁股份有限公司,重庆市,长寿区,1109289.9,76196.0,6582,2007-02-28,--,,特钢,主营业务:中厚钢板、钢坯、型材、线材及焦化副产品的生产和销售。,中厚钢板、钢坯、型材、线材及焦化副产品的生产和销售。
2947,601006,大秦铁路,大秦铁路股份有限公司,大同市,城区,3723310.26,819240.11,97902,2006-08-01,--,,铁路运输,主营业务:以煤炭运输为主的铁路货物运输业务以及旅客运输业务。,以煤炭运输为主的铁路货物运输业务以及旅客运输业务。
2948,601007,金陵饭店,金陵饭店股份有限公司,南京市,鼓楼区,49613.86,4707.29,1382,2007-04-06,--,,酒店,主营业务:酒店经营。主要提供住宿、餐饮、会议等综合性服务。,酒店经营。主要提供住宿、餐饮、会议等综合性服务。
2949,601008,连云港,江苏连云港港口股份有限公司,连云港市,连云区,61708.77,625.73,3975,2007-04-26,--,,港口,主营业务:港口货物的装卸、堆存及相关港务管理业务,港口货物的装卸、堆存及相关港务管理业务
2950,601009,南京银行,南京银行股份有限公司,南京市,玄武区,1349572.9,597777.1,9942,2007-07-19,--,,银行,主营业务:商业银行业务，为企业、机构和个人提供存款、贷款及中间业务等服务,商业银行业务，为企业、机构和个人提供存款、贷款及中间业务等服务
2951,601010,文峰股份,文峰大世界连锁发展股份有限公司,南通市,崇川区,345952.04,16393.19,4605,2011-06-03,--,,百货,主营业务:经营百货、超市、电器专业销售等零售业务,经营百货、超市、电器专业销售等零售业务
2952,601011,宝泰隆,宝泰隆新材料股份有限公司,七台河市,新兴区,165129.87,15414.84,4442,2011-03-09,--,,焦炭,主营业务:焦炭和化工产品,焦炭和化工产品
2953,601012,隆基股份,隆基绿能科技股份有限公司,西安市,长安区,1000197.29,130698.48,17702,2012-04-11,--,,太阳能,主营业务:单晶硅棒、硅片、电池和组件的研发、生产和销售，以及光伏电站投资开发业务等,单晶硅棒、硅片、电池和组件的研发、生产和销售，以及光伏电站投资开发业务等
2954,601015,陕西黑猫,陕西黑猫焦化股份有限公司,渭南市,韩城市,454250.39,10498.06,5993,2014-11-05,,,焦炭,主营业务:煤焦化及化工产品的生产和销售,煤焦化及化工产品的生产和销售
2955,601016,节能风电,中节能风力发电股份有限公司,北京市,海淀区,121319.66,33785.57,787,2014-09-29,,,新能源发电,主营业务:风力发电的项目开发、建设及运营,风力发电的项目开发、建设及运营
2956,601018,宁波港,宁波舟山港股份有限公司,宁波市,江东区,1086350.9,156282.2,15250,2010-09-28,--,,港口,主营业务:经营码头、仓储、轮驳、外轮理货、专用铁路等港口及相关业务,经营码头、仓储、轮驳、外轮理货、专用铁路等港口及相关业务
2957,601019,山东出版,山东出版传媒股份有限公司,--,山东,440248.07,74625.7,10488,2017-11-22,,,--,"主营业务:图书、期刊及电子音像出版物,发行、印刷服务及物资贸易等","图书、期刊及电子音像出版物,发行、印刷服务及物资贸易等"
2958,601020,华钰矿业,西藏华钰矿业股份有限公司,拉萨市,堆龙德庆区,57609.31,11728.78,382,2016-03-16,,,铅锌,主营业务:有色金属采矿、选矿、地质勘查及贸易业务,有色金属采矿、选矿、地质勘查及贸易业务
2959,601021,春秋航空,春秋航空股份有限公司,上海市,长宁区,633210.55,72674.27,6345,2015-01-21,,,航空,主营业务:国内、国际及港澳航空客货运输业务及与航空运输业务相关的服务。,国内、国际及港澳航空客货运输业务及与航空运输业务相关的服务。
2960,601028,玉龙股份,江苏玉龙钢管股份有限公司,无锡市,惠山区,88434.03,7945.24,124,2011-11-07,--,,金属制品,主营业务:焊接钢管的生产、销售,焊接钢管的生产、销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2961,601038,一拖股份,第一拖拉机股份有限公司,洛阳市,涧西区,350941.8,-14497.99,9986,2012-08-08,--,,农用机械,主营业务:从事农业机械、动力机械等产品的研发、制造和销售,从事农业机械、动力机械等产品的研发、制造和销售
2962,601058,赛轮轮胎,赛轮集团股份有限公司,青岛市,青岛市,656474.75,31818.63,11231,2011-06-30,--,,轮胎,主营业务:全钢载重子午胎、半钢子午胎和工程子午胎的研发、制造和销售,全钢载重子午胎、半钢子午胎和工程子午胎的研发、制造和销售
2963,601066,中信建投,中信建投证券股份有限公司,北京,北京市,526280.74,169286.23,9594,2018-06-20,,,--,主营业务:提供投资银行、财富管理、交易及机构客户服务及投资管理。,提供投资银行、财富管理、交易及机构客户服务及投资管理。
2964,601068,中铝国际,中铝国际工程股份有限公司,北京,北京市,1410896.93,23193.11,12548,2018-08-31,,,--,主营业务:工程设计及咨询、工程及施工承包、装备制造及贸易业务。,工程设计及咨询、工程及施工承包、装备制造及贸易业务。
2965,601069,西部黄金,西部黄金股份有限公司,乌鲁木齐市,沙依巴克区,40979.58,-1438.59,1705,2015-01-22,,,其他有色金属,主营业务:黄金采选及冶炼，同时从事铁矿采选以及铬矿石的开采。,黄金采选及冶炼，同时从事铁矿采选以及铬矿石的开采。
2966,601086,国芳集团,甘肃国芳工贸(集团)股份有限公司,--,甘肃,148123.28,8307.87,1425,2017-09-29,,,--,主营业务:从事以百货业为主，超市、电器为辅的连锁零售业务,从事以百货业为主，超市、电器为辅的连锁零售业务
2967,601088,中国神华,中国神华能源股份有限公司,北京市,东城区,12738000.0,2297700.0,87312,2007-10-09,--,,煤炭开采洗选,主营业务:煤炭、电力的生产和销售，铁路、港口和船舶运输，煤制烯烃等业务,煤炭、电力的生产和销售，铁路、港口和船舶运输，煤制烯烃等业务
2968,601098,中南传媒,中南出版传媒集团股份有限公司,长沙市,开福区,416106.27,63585.78,13474,2010-10-28,--,,平面媒体,主营业务:出版、发行、印刷、印刷物资供应、报纸网络新媒体等,出版、发行、印刷、印刷物资供应、报纸网络新媒体等
2969,601099,太平洋,太平洋证券股份有限公司,昆明市,盘龙区,49065.53,-10538.05,2066,2007-12-28,--,,证券,主营业务:证券承销和上市推荐、证券自营买卖、证券代理买卖等业务,证券承销和上市推荐、证券自营买卖、证券代理买卖等业务
2970,601100,恒立液压,江苏恒立液压股份有限公司,常州市,武进区,216397.16,46346.09,3415,2011-10-28,--,,基础件,主营业务:高压油缸的生产、销售,高压油缸的生产、销售
2971,601101,昊华能源,北京昊华能源股份有限公司,北京市,门头沟区,300493.22,63797.44,8397,2010-03-31,--,,煤炭开采洗选,主营业务:煤炭开采和销售,煤炭开采和销售
2972,601106,中国一重,中国第一重型机械股份公司,齐齐哈尔市,富拉尔基区,539826.1,4602.72,8413,2010-02-09,--,,矿山冶金机械,主营业务:重型机械制造业务，为冶金、电力、能源、交通运输、矿山、石化等行业及国防建设提供重大成套技术装备、高新产品和技术服务,重型机械制造业务，为冶金、电力、能源、交通运输、矿山、石化等行业及国防建设提供重大成套技术装备、高新产品和技术服务
2973,601107,四川成渝,四川成渝高速公路股份有限公司,成都市,武侯区,282978.66,65370.3,4439,2009-07-27,--,,高速公路,主营业务:投资、建设、经营和管理高速公路基建项目，同时亦经营其他与高速公路相关的业务。,投资、建设、经营和管理高速公路基建项目，同时亦经营其他与高速公路相关的业务。
2974,601108,财通证券,财通证券股份有限公司,--,浙江,181414.27,58450.68,3950,2017-10-24,,,--,主营业务:证券经纪业务、投资银行业务、资产管理业务、证券自营业务、证券信用业务以及研究业务,证券经纪业务、投资银行业务、资产管理业务、证券自营业务、证券信用业务以及研究业务
2975,601111,中国国航,中国国际航空股份有限公司,北京市,顺义区,6424232.2,346851.9,89274,2006-08-18,--,,航空,主营业务:提供国内、港澳台地区及国际航空客运、货运及邮运业务。,提供国内、港澳台地区及国际航空客运、货运及邮运业务。
2976,601113,华鼎股份,义乌华鼎锦纶股份有限公司,金华市,义乌市,247836.07,12893.34,2271,2011-05-09,--,,锦纶,主营业务:民用锦纶长丝的研发、制造和销售,民用锦纶长丝的研发、制造和销售
2977,601116,三江购物,三江购物俱乐部股份有限公司,宁波市,北仑区,207697.83,5693.58,5215,2011-03-02,--,,超市,主营业务:商品零售业务,商品零售业务
2978,601117,中国化学,中国化学工程股份有限公司,北京市,东城区,3400818.17,108450.32,41588,2010-01-07,--,,专业工程,主营业务:工程承包;勘察、设计及服务;其他业务。,工程承包;勘察、设计及服务;其他业务。
2979,601118,海南橡胶,海南天然橡胶产业集团股份有限公司,海口市,龙华区,221720.98,-38509.42,33025,2011-01-07,--,,种植业,主营业务:天然橡胶的种植、加工、仓储物流、销售贸易,天然橡胶的种植、加工、仓储物流、销售贸易
2980,601126,四方股份,北京四方继保自动化股份有限公司,北京市,海淀区,131098.41,3372.71,3287,2010-12-31,--,,电气自控设备,主营业务:继电保护、电网自动化及发电厂自动化产品的研发、生产、销售和技术服务,继电保护、电网自动化及发电厂自动化产品的研发、生产、销售和技术服务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2981,601127,小康股份,重庆小康工业集团股份有限公司,重庆市,沙坪坝区,1045336.35,23677.49,12824,2016-06-15,,,乘用车,主营业务:汽车整车及其发动机、零部件的研发、生产、销售和服务。,汽车整车及其发动机、零部件的研发、生产、销售和服务。
2982,601128,常熟银行,江苏常熟农村商业银行股份有限公司,苏州市,常熟市,274692.2,71113.2,5169,2016-09-30,,,银行,主营业务:公司业务、个人业务以及资金业务,公司业务、个人业务以及资金业务
2983,601137,博威合金,宁波博威合金材料股份有限公司,宁波市,鄞州区,280406.93,16311.21,3597,2011-01-27,--,,其他金属新材料,主营业务:高性能、高精度有色合金材料的研发、生产和销售；太阳能电池、组件的研发、生产和销售及太阳能电站的运营,高性能、高精度有色合金材料的研发、生产和销售；太阳能电池、组件的研发、生产和销售及太阳能电站的运营
2984,601138,工业富联,富士康工业互联网股份有限公司,广东,深圳市,15899423.2,544410.0,269049,2018-06-08,,,--,主营业务:各类电子设备产品的设计、研发、制造与销售业务，依托于工业互联网为全球知名客户提供智能制造和科技服务解决方案,各类电子设备产品的设计、研发、制造与销售业务，依托于工业互联网为全球知名客户提供智能制造和科技服务解决方案
2985,601139,深圳燃气,深圳市燃气集团股份有限公司,深圳市,福田区,617036.76,63839.47,6565,2009-12-25,--,,燃气,主营业务:从事管道燃气业务的经营,从事管道燃气业务的经营
2986,601155,新城控股,新城控股集团股份有限公司,常州市,武进区,1575753.73,253832.85,20653,2015-12-04,--,,房地产开发,主营业务:房地产开发与销售,房地产开发与销售
2987,601158,重庆水务,重庆水务集团股份有限公司,重庆市,渝中区,228679.18,79627.13,5239,2010-03-29,--,,给排水工程,"主营业务:从事城镇给排水项目的投资、经营及建设管理;城镇给排水供应及系统设施的管理,给排水工程设计及技术咨询服务等。","从事城镇给排水项目的投资、经营及建设管理;城镇给排水供应及系统设施的管理,给排水工程设计及技术咨询服务等。"
2988,601162,天风证券,天风证券股份有限公司,湖北,武汉市,134855.06,23198.72,3163,2018-10-19,,,--,主营业务:证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券投资基金代销；证券承销与保荐；证券自营；证券资产管理；融资融券；代销金融产品；为期货公司提供中间介绍业务,证券经纪；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；证券投资基金代销；证券承销与保荐；证券自营；证券资产管理；融资融券；代销金融产品；为期货公司提供中间介绍业务
2989,601163,三角轮胎,三角轮胎股份有限公司,威海市,环翠区,367968.6,20106.66,5807,2016-09-09,,,轮胎,主营业务:各种轮胎的研发、制造和销售,各种轮胎的研发、制造和销售
2990,601166,兴业银行,兴业银行股份有限公司,福州市,鼓楼区,7338500.0,3365700.0,59584,2007-02-05,--,,银行,主营业务:提供银行及相关金融服务,提供银行及相关金融服务
2991,601168,西部矿业,西部矿业股份有限公司,西宁市,城西区,1436942.94,57522.23,5537,2007-07-12,--,,铅锌,主营业务:锌、铅及铜等基本金属的开采、冶炼和贸易。,锌、铅及铜等基本金属的开采、冶炼和贸易。
2992,601169,北京银行,北京银行股份有限公司,北京市,西城区,2736600.0,1185400.0,14533,2007-09-19,--,,银行,主营业务:公司银行业务、个人银行业务、资金业务及其他金融服务,公司银行业务、个人银行业务、资金业务及其他金融服务
2993,601177,杭齿前进,杭州前进齿轮箱集团股份有限公司,杭州市,萧山区,88766.07,714.67,3147,2010-10-11,--,,基础件,主营业务:专业生产各类齿轮传动装置,专业生产各类齿轮传动装置
2994,601179,中国西电,中国西电电气股份有限公司,西安市,西安市,571885.38,25443.05,14507,2010-01-28,--,,其他输变电设备,主营业务:输配电及控制设备研发、设计、制造、销售、检测、相关设备成套、技术研究、服务与工程承包，核心业务为高压、超高压及特高压交直流输配电设备制造、研发和检测。,输配电及控制设备研发、设计、制造、销售、检测、相关设备成套、技术研究、服务与工程承包，核心业务为高压、超高压及特高压交直流输配电设备制造、研发和检测。
2995,601186,中国铁建,中国铁建股份有限公司,北京市,海淀区,30898093.0,800870.0,261333,2008-03-10,--,,铁路城轨建设,主营业务:建筑工程承包、勘察设计及咨询、物流贸易、工业制造、房地产开发,建筑工程承包、勘察设计及咨询、物流贸易、工业制造、房地产开发
2996,601188,龙江交通,黑龙江交通发展股份有限公司,哈尔滨市,道里区,32325.54,16174.35,740,2010-03-19,--,,高速公路,主营业务:高速公路收费,高速公路收费
2997,601198,东兴证券,东兴证券股份有限公司,北京市,西城区,147005.19,57584.36,3022,2015-02-26,,,证券,主营业务:证券经纪、投资银行、资产管理、自营、另类投资业务、融资融券、期货等业务,证券经纪、投资银行、资产管理、自营、另类投资业务、融资融券、期货等业务
2998,601199,江南水务,江苏江南水务股份有限公司,无锡市,江阴市,42340.54,9194.14,1028,2011-03-17,--,,自来水,主营业务:经营自来水的制售、自来水排水及相关水处理业务,经营自来水的制售、自来水排水及相关水处理业务
2999,601200,上海环境,上海环境集团股份有限公司,上海市,上海市,121457.43,27947.24,2034,2017-03-31,--,,固废处理,主营业务:固体废弃物处置、城市污水处理等环境市政项目投资、建设与运营,固体废弃物处置、城市污水处理等环境市政项目投资、建设与运营
3000,601208,东材科技,四川东材科技集团股份有限公司,绵阳市,涪城区,81065.19,881.33,1660,2011-05-20,--,,化学新材料,主营业务:绝缘材料、功能高分子材料和相关精细化工产品的研发、制造和销售,绝缘材料、功能高分子材料和相关精细化工产品的研发、制造和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
3001,601211,国泰君安,国泰君安证券股份有限公司,上海市,浦东新区,1146053.29,400900.08,15257,2015-06-26,,,证券,主营业务:证券经纪；证券自营；证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；融资融券业务；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品业务；中国证监会批准的其他业务。,证券经纪；证券自营；证券承销与保荐；证券投资咨询；与证券交易、证券投资活动有关的财务顾问；融资融券业务；证券投资基金代销；为期货公司提供中间介绍业务；代销金融产品业务；中国证监会批准的其他业务。
3002,601212,白银有色,白银有色集团股份有限公司,白银市,白银区,2236797.12,-9699.84,14782,2017-02-15,,,铜,主营业务:冶金矿产及贵金属的生产与销售,冶金矿产及贵金属的生产与销售
3003,601216,君正集团,内蒙古君正能源化工集团股份有限公司,乌海市,乌海市,435189.83,144614.56,4517,2011-02-22,--,,氯碱,主营业务:电力生产；电力供应；热力生产和供应；商业贸易；化工产品（不含危险品化学品）,电力生产；电力供应；热力生产和供应；商业贸易；化工产品（不含危险品化学品）
3004,601218,吉鑫科技,江苏吉鑫风能科技股份有限公司,无锡市,江阴市,50508.31,-7322.47,892,2011-05-06,--,,风能,主营业务:大型风力发电机组零部件的研发、生产及销售,大型风力发电机组零部件的研发、生产及销售
3005,601222,林洋能源,江苏林洋能源股份有限公司,南通市,启东市,161322.85,39663.31,4170,2011-08-08,--,,电气仪表,主营业务:智能化电能计量及用电信息管理系统,智能化电能计量及用电信息管理系统
3006,601225,陕西煤业,陕西煤业股份有限公司,西安市,雁塔区,2624270.80,594415.79,28022,2014-01-28,--,,煤炭开采洗选,主营业务:煤炭生产、销售和运输等业务，并拥有完整的煤炭生产、销售和运输体系。,煤炭生产、销售和运输等业务，并拥有完整的煤炭生产、销售和运输体系。
3007,601226,华电重工,华电重工股份有限公司,北京市,丰台区,248258.84,885.81,2603,2014-12-11,,,专业工程,主营业务:物料输送系统工程、热能工程、高端钢结构工程,物料输送系统工程、热能工程、高端钢结构工程
3008,601228,广州港,广州港股份有限公司,广州市,南沙区,443737.68,48626.57,7665,2017-03-29,,,港口,主营业务:港口装卸业务,港口装卸业务
3009,601229,上海银行,上海银行股份有限公司,上海市,浦东新区,1974981.80,937174.70,10305,2016-11-16,,,银行,主营业务:公司金融业务、零售金融业务和资金业务,公司金融业务、零售金融业务和资金业务
3010,601231,环旭电子,环旭电子股份有限公司,上海市,浦东新区,1280485.32,39213.33,16509,2012-02-20,--,,电子零部件,主营业务:为国内外的品牌厂商提供通讯类、消费电子类、电脑类、存储类、工业类、汽车电子类及其他类电子产品的开发设计、物料采购、生产制造、物流、维修等专业服务。,为国内外的品牌厂商提供通讯类、消费电子类、电脑类、存储类、工业类、汽车电子类及其他类电子产品的开发设计、物料采购、生产制造、物流、维修等专业服务。
