index_col,stock_code,shortname,fullname,city,region,income,profit,number,comedate,book,report,industry,product,bussiness
1277,2822,中装建设,深圳市中装建设集团股份有限公司,深圳市,罗湖区,180375.08,8112.31,816,2016-11-29,,,装修装饰,主营业务:建筑装饰施工及设计,建筑装饰施工及设计
1278,2823,凯中精密,深圳市凯中精密技术股份有限公司,深圳市,宝安区,74936.58,8053.62,4311,2016-11-24,,,电机,主营业务:微特电机用换向器、集电环的研发、生产与销售,微特电机用换向器、集电环的研发、生产与销售
1279,2824,和胜股份,广东和胜工业铝材股份有限公司,中山市,中山市,44911.26,1856.08,2037,2017-01-12,,,铝,主营业务:工业铝挤压材及深加工制产品的研发、生产和销售,工业铝挤压材及深加工制产品的研发、生产和销售
1280,2825,纳尔股份,上海纳尔实业股份有限公司,上海市,浦东新区,37357.04,2855.93,583,2016-11-29,,,包装印刷,主营业务:数码喷印材料的研发、生产和销售,数码喷印材料的研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1281,2826,易明医药,西藏易明西雅医药科技股份有限公司,拉萨市,堆龙德庆区,21636.0,1551.31,731,2016-12-09,,,中药生产,主营业务:化学药（原料药和制剂）以及中成药的研发、生产和销售,化学药（原料药和制剂）以及中成药的研发、生产和销售
1282,2827,高争民爆,西藏高争民爆股份有限公司,拉萨市,城关区,15213.62,2716.3,484,2016-12-09,,,民爆用品,主营业务:民爆器材的销售（流通）、配送、工业炸药生产和爆破服务。,民爆器材的销售（流通）、配送、工业炸药生产和爆破服务。
1283,2828,贝肯能源,新疆贝肯能源工程股份有限公司,克拉玛依市,白碱滩区,24196.29,2031.54,1132,2016-12-08,,,油田服务,主营业务:从事油气勘探和开发过程中的钻井工程技术服务及其他油田技术服务,从事油气勘探和开发过程中的钻井工程技术服务及其他油田技术服务
1284,2829,星网宇达,北京星网宇达科技股份有限公司,北京市,海淀区,17487.05,1171.67,636,2016-12-13,,,航天装备,主营业务:惯性技术开发及应用,惯性技术开发及应用
1285,2830,名雕股份,深圳市名雕装饰股份有限公司,深圳市,罗湖区,32040.53,988.68,1865,2016-12-13,,,装修装饰,主营业务:提供集原创设计、工程施工、辅材配送、木制品定制、主材及配饰选购、售后服务为一体的家居综合服务,提供集原创设计、工程施工、辅材配送、木制品定制、主材及配饰选购、售后服务为一体的家居综合服务
1286,2831,裕同科技,深圳市裕同包装科技股份有限公司,深圳市,宝安区,328634.2,26620.29,20440,2016-12-16,,,包装印刷,主营业务:纸质印刷包装产品的研发、设计、生产和销售,纸质印刷包装产品的研发、设计、生产和销售
1287,2832,比音勒芬,比音勒芬服饰股份有限公司,广州市,番禺区,67561.22,12244.69,1813,2016-12-23,,,高尔夫服装,主营业务:高尔夫服饰的研发设计、品牌推广、营销网络建设及供应链管理,高尔夫服饰的研发设计、品牌推广、营销网络建设及供应链管理
1288,2833,弘亚数控,广州弘亚数控机械股份有限公司,广州市,黄埔区,60866.52,16393.2,585,2016-12-28,,,其他专用机械,主营业务:从事数控板式家具机械设备与全自动化生产线的研发、设计、生产与销售。,从事数控板式家具机械设备与全自动化生产线的研发、设计、生产与销售。
1289,2835,同为股份,深圳市同为数码科技股份有限公司,深圳市,南山区,26943.66,-738.33,1165,2016-12-28,,,专用计算机设备,主营业务:安防视频监控产品硬盘录像机、摄像机及视频监控管理平台的研发、生产与销售,安防视频监控产品硬盘录像机、摄像机及视频监控管理平台的研发、生产与销售
1290,2836,新宏泽,广东新宏泽包装股份有限公司,潮州市,湘桥区,8901.36,1314.26,366,2016-12-29,,,包装印刷,主营业务:烟标的设计、生产及销售,烟标的设计、生产及销售
1291,2837,英维克,深圳市英维克科技股份有限公司,深圳市,宝安区,43280.61,4396.34,1073,2016-12-29,,,其他专用机械,主营业务:精密温控节能设备的研发、生产、销售业务,精密温控节能设备的研发、生产、销售业务
1292,2838,道恩股份,山东道恩高分子材料股份有限公司,烟台市,龙口市,53509.24,5592.2,604,2017-01-06,,,塑料制品,主营业务:热塑性弹性体、改性塑料和色母粒产品的开发、生产与经营。,热塑性弹性体、改性塑料和色母粒产品的开发、生产与经营。
1293,2839,张家港行,江苏张家港农村商业银行股份有限公司,苏州市,张家港市,143459.21,41155.96,2038,2017-01-24,,,银行,主营业务:个人业务，公司业务，国际业务，小额贷款业务，银行卡，电子银行，金融市场业务。,个人业务，公司业务，国际业务，小额贷款业务，银行卡，电子银行，金融市场业务。
1294,2840,华统股份,浙江华统肉制品股份有限公司,金华市,义乌市,240345.27,7300.63,2018,2017-01-10,,,肉制品,主营业务:饲料加工、畜禽养殖、畜禽屠宰加工、肉制品深加工,饲料加工、畜禽养殖、畜禽屠宰加工、肉制品深加工
1295,2841,视源股份,广州视源电子科技股份有限公司,广州市,黄埔区,621889.73,38528.65,2727,2017-01-19,,,电子元件,主营业务:液晶显示主控板卡和交互智能平板的设计、研发与销售。,液晶显示主控板卡和交互智能平板的设计、研发与销售。
1296,2842,翔鹭钨业,广东翔鹭钨业股份有限公司,潮州市,湘桥区,77252.71,5322.91,811,2017-01-19,,,钨,主营业务:钨制品的开发、生产与销售,钨制品的开发、生产与销售
1297,2843,泰嘉股份,湖南泰嘉新材料科技股份有限公司,长沙市,望城区,18406.9,3189.97,375,2017-01-20,,,金属制品,主营业务:双金属带锯条及其相关产品的研发、生产和销售,双金属带锯条及其相关产品的研发、生产和销售
1298,2845,同兴达,深圳同兴达科技股份有限公司,深圳市,宝安区,156060.74,7201.34,5386,2017-01-25,,,显示器件,主营业务:研发、设计、生产和销售中小尺寸液晶显示模组,研发、设计、生产和销售中小尺寸液晶显示模组
1299,2846,英联股份,广东英联包装股份有限公司,汕头市,濠江区,32920.69,1402.15,804,2017-02-07,,,金属包装,主营业务:金属包装产品研发、生产和销售,金属包装产品研发、生产和销售
1300,2847,盐津铺子,盐津铺子食品股份有限公司,长沙市,浏阳市,48808.18,3917.93,2258,2017-02-08,,,休闲食品,主营业务:从事小品类休闲食品的研发、生产和销售。,从事小品类休闲食品的研发、生产和销售。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1301,2848,高斯贝尔,高斯贝尔数码科技股份有限公司,郴州市,苏仙区,38848.77,-3113.17,2260,2017-02-13,,,电视机,主营业务:数字电视软硬件产品的研发、生产与销售,数字电视软硬件产品的研发、生产与销售
1302,2849,威星智能,浙江威星智能仪表股份有限公司,杭州市,拱墅区,37554.14,3267.88,645,2017-02-17,,,仪器仪表,主营业务:智能计量终端及燃气管理系统平台的研发、生产和销售,智能计量终端及燃气管理系统平台的研发、生产和销售
1303,2850,科达利,深圳市科达利实业股份有限公司,深圳市,龙华区,79950.76,2234.39,3494,2017-03-02,,,电池,主营业务:锂电池精密结构件和汽车结构件研发及制造,锂电池精密结构件和汽车结构件研发及制造
1304,2851,麦格米特,深圳麦格米特电气股份有限公司,深圳市,南山区,103069.22,6515.6,2358,2017-03-06,,,其他电气设备,主营业务:从事智能家电电控产品、工业定制电源和工业自动化产品供应,从事智能家电电控产品、工业定制电源和工业自动化产品供应
1305,2852,道道全,道道全粮油股份有限公司,岳阳市,岳阳楼区,157393.56,14785.94,653,2017-03-10,,,植物油,主营业务:食用植物油产品的研发、生产和销售,食用植物油产品的研发、生产和销售
1306,2853,皮阿诺,广东皮阿诺科学艺术家居股份有限公司,中山市,中山市,44300.1,4853.18,1803,2017-03-10,,,橱柜衣柜,主营业务:定制厨柜、定制衣柜及其配套家居产品的个性化定制和设计安装服务,定制厨柜、定制衣柜及其配套家居产品的个性化定制和设计安装服务
1307,2855,捷荣技术,东莞捷荣技术股份有限公司,东莞市,东莞市,100732.8,2549.23,6002,2017-03-21,,,电子元件,主营业务:精密模具及精密结构件的生产和销售,精密模具及精密结构件的生产和销售
1308,2856,美芝股份,深圳市美芝装饰设计工程股份有限公司,深圳市,福田区,43038.03,1914.82,601,2017-03-20,,,装修装饰,主营业务:建筑装饰工程的设计与施工,建筑装饰工程的设计与施工
1309,2857,三晖电气,郑州三晖电气股份有限公司,郑州市,二七区,4832.11,239.29,492,2017-03-23,,,仪器仪表,主营业务:电能表的生产、检定、使用、信息采集、仓储全过程相关产品的研发、设计、生产和销售,电能表的生产、检定、使用、信息采集、仓储全过程相关产品的研发、设计、生产和销售
1310,2858,力盛赛车,上海力盛赛车文化股份有限公司,上海市,松江区,14656.52,215.56,349,2017-03-24,,,赛事运营与传播,主营业务:赛事运营，赛车队、赛车场经营与汽车活动推广业务,赛事运营，赛车队、赛车场经营与汽车活动推广业务
1311,2859,洁美科技,浙江洁美电子科技股份有限公司,湖州市,安吉县,59788.13,10541.08,2204,2017-04-07,,,电子零部件,主营业务:电子元器件薄型载带的研发、生产和销售,电子元器件薄型载带的研发、生产和销售
1312,2860,星帅尔,杭州星帅尔电器股份有限公司,杭州市,富阳区,19967.14,4915.88,711,2017-04-12,,,压缩机,主营业务:压缩机热保护器、起动器和密封接线柱的研发、设计、生产和销售,压缩机热保护器、起动器和密封接线柱的研发、设计、生产和销售
1313,2861,瀛通通讯,瀛通通讯股份有限公司,咸宁市,通城县,39637.87,2828.83,3724,2017-04-13,,,消费电子设备,主营业务:各类电声产品、数据线及其他通讯线材的研发、生产和销售,各类电声产品、数据线及其他通讯线材的研发、生产和销售
1314,2862,实丰文化,实丰文化发展股份有限公司,汕头市,澄海区,19636.15,1405.66,757,2017-04-11,,,文具,主营业务:各类玩具的研发设计、生产与销售,各类玩具的研发设计、生产与销售
1315,2863,今飞凯达,浙江今飞凯达轮毂股份有限公司,金华市,婺城区,134164.75,3518.98,3205,2017-04-18,,,汽车零部件,主营业务:汽车摩托车轮毂及组件生产销售,汽车摩托车轮毂及组件生产销售
1316,2864,盘龙药业,陕西盘龙药业集团股份有限公司,--,陕西,20833.96,2999.9,575,2017-11-16,,,--,主营业务:中成药的研发、生产和销售,中成药的研发、生产和销售
1317,2865,钧达股份,海南钧达汽车饰件股份有限公司,海口市,龙华区,46559.91,2550.52,2706,2017-04-25,,,汽车零部件,主营业务:从事汽车塑料内外饰件的研发、生产和销售,从事汽车塑料内外饰件的研发、生产和销售
1318,2866,传艺科技,江苏传艺科技股份有限公司,扬州市,高邮市,40872.69,4954.86,4508,2017-04-26,,,电子元件,主营业务:笔记本电脑及其他消费电子产品零组件的研发、生产和销售、笔记本电脑键盘业务。,笔记本电脑及其他消费电子产品零组件的研发、生产和销售、笔记本电脑键盘业务。
1319,2867,周大生,周大生珠宝股份有限公司,深圳市,罗湖区,212399.12,35291.66,2997,2017-04-27,,,珠宝首饰,主营业务:“周大生”品牌珠宝首饰的设计、推广和连锁经营,“周大生”品牌珠宝首饰的设计、推广和连锁经营
1320,2868,绿康生化,绿康生化股份有限公司,南平市,浦城县,16804.61,4132.83,501,2017-05-03,,,动物用药,主营业务:兽药研发、生产和销售,兽药研发、生产和销售
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1321,2869,金溢科技,深圳市金溢科技股份有限公司,深圳市,南山区,22796.26,-386.99,736,2017-05-15,,,电子零部件,主营业务:DSRC、RFID技术在智能交通射频识别与电子支付行业的应用开发、产品创新与推广,DSRC、RFID技术在智能交通射频识别与电子支付行业的应用开发、产品创新与推广
1322,2870,香山股份,广东香山衡器集团股份有限公司,中山市,中山市,43446.81,1370.3,2912,2017-05-15,,,仪器仪表,主营业务:中高端家用、商用衡器和健康运动信息测量产品的研发、生产和销售,中高端家用、商用衡器和健康运动信息测量产品的研发、生产和销售
1323,2871,伟隆股份,青岛伟隆阀门股份有限公司,青岛市,城阳区,14312.56,3045.22,739,2017-05-11,,,基础件,主营业务:给排水阀门的设计、研发、生产和销售,给排水阀门的设计、研发、生产和销售
1324,2872,天圣制药,天圣制药集团股份有限公司,重庆市,垫江县,118863.44,10951.8,2588,2017-05-19,,,医药商业,主营业务:医药制造与医药流通业务,医药制造与医药流通业务
1325,2873,新天药业,贵阳新天药业股份有限公司,贵阳市,乌当区,32022.26,3288.25,1257,2017-05-19,,,中药生产,主营业务:中成药的研发、生产和销售,中成药的研发、生产和销售
1326,2875,安奈儿,深圳市安奈儿股份有限公司,深圳市,龙岗区,56842.12,5539.96,3156,2017-06-01,,,童装,主营业务:童装产品价值链中自主研发设计、供应链管理、品牌运营推广及直营与加盟销售,童装产品价值链中自主研发设计、供应链管理、品牌运营推广及直营与加盟销售
1327,2876,三利谱,深圳市三利谱光电科技股份有限公司,深圳市,宝安区,41732.15,2836.57,1574,2017-05-25,,,显示器件,主营业务:偏光片产品的研发、生产和销售,偏光片产品的研发、生产和销售
1328,2877,智能自控,无锡智能自控工程股份有限公司,无锡市,滨湖区,18956.98,2383.45,421,2017-06-05,,,基础件,主营业务:智能控制阀及其配件的研发、生产和销售以及检维修服务。,智能控制阀及其配件的研发、生产和销售以及检维修服务。
1329,2878,元隆雅图,北京元隆雅图文化传播股份有限公司,北京市,西城区,44382.34,4878.42,354,2017-06-06,,,营销服务,主营业务:促销品供应及促销服务,促销品供应及促销服务
1330,2879,长缆科技,长缆电工科技股份有限公司,长沙市,岳麓区,31154.86,7295.61,1010,2017-07-07,,,电线电缆,主营业务:电力电缆附件及配套产品的研发、生产、销售及服务。,电力电缆附件及配套产品的研发、生产、销售及服务。
1331,2880,卫光生物,深圳市卫光生物制品股份有限公司,深圳市,宝安区,29911.76,6916.49,732,2017-06-16,,,生物医药,主营业务:生物制品生产、销售及研发,生物制品生产、销售及研发
1332,2881,美格智能,美格智能技术股份有限公司,深圳市,宝安区,28472.15,1817.76,2239,2017-06-22,--,,消费电子设备,主营业务:智能手机为主的终端产品的精密组件的研发、生产、销售；以及4G通信技术开发服务和4G通信模块、智能终端的研发、销售。,智能手机为主的终端产品的精密组件的研发、生产、销售；以及4G通信技术开发服务和4G通信模块、智能终端的研发、销售。
1333,2882,金龙羽,金龙羽集团股份有限公司,深圳市,龙岗区,151296.59,12333.24,859,2017-07-17,,,电线电缆,主营业务:专业从事电线电缆的研发、生产、销售与服务,专业从事电线电缆的研发、生产、销售与服务
1334,2883,中设股份,江苏中设集团股份有限公司,无锡市,滨湖区,13406.53,2540.42,617,2017-06-20,,,专业工程,主营业务:中国城市建设和交通建设领域的工程设计咨询服务,中国城市建设和交通建设领域的工程设计咨询服务
1335,2884,凌霄泵业,广东凌霄泵业股份有限公司,阳江市,阳春市,51506.13,9468.1,1038,2017-07-11,,,其他通用机械,主营业务:民用离心泵的研发、设计、生产及销售,民用离心泵的研发、设计、生产及销售
1336,2885,京泉华,深圳市京泉华科技股份有限公司,深圳市,龙华区,56140.63,3179.45,3024,2017-06-27,,,其他电子器件,主营业务:主要从事磁性元器件、电源及特种变压器研发、生产及销售业务。,主要从事磁性元器件、电源及特种变压器研发、生产及销售业务。
1337,2886,沃特股份,深圳市沃特新材料股份有限公司,深圳市,南山区,37219.8,1781.87,398,2017-06-27,,,塑料制品,主营业务:改性工程塑料合金、改性通用塑料以及高性能功能高分子材料的研发、生产、销售和技术服务。,改性工程塑料合金、改性通用塑料以及高性能功能高分子材料的研发、生产、销售和技术服务。
1338,2887,绿茵生态,天津绿茵景观生态建设股份有限公司,天津市,滨海新区,29972.39,8188.55,220,2017-08-01,,,园林工程,主营业务:生态环境建设工程施工,生态环境建设工程施工
1339,2888,惠威科技,广州惠威电声科技股份有限公司,广州市,南沙区,12656.44,1628.73,946,2017-07-21,,,消费电子设备,主营业务:各类音响设备、扬声器的研发、生产和销售,各类音响设备、扬声器的研发、生产和销售
1340,2889,东方嘉盛,深圳市东方嘉盛供应链股份有限公司,深圳市,南山区,483473.48,7588.59,370,2017-07-31,,,供应链管理,主营业务:提供综合供应链管理服务,提供综合供应链管理服务
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1341,2890,弘宇股份,山东弘宇农机股份有限公司,烟台市,莱州市,12433.18,2404.8,578,2017-08-02,,,农用机械,主营业务:拖拉机液压提升器的研发、生产与销售。,拖拉机液压提升器的研发、生产与销售。
1342,2891,中宠股份,烟台中宠食品股份有限公司,烟台市,莱山区,64747.05,2636.38,1759,2017-08-21,,,宠物食品,主营业务:从事犬用及猫用宠物食品的研发、生产和销售,从事犬用及猫用宠物食品的研发、生产和销售
1343,2892,科力尔,湖南科力尔电机股份有限公司,永州市,祁阳县,31735.45,2667.83,2110,2017-08-17,,,电机,主营业务:微特电机的开发、生产与销售。,微特电机的开发、生产与销售。
1344,2893,华通热力,北京华远意通热力科技股份有限公司,北京市,丰台区,57709.47,5065.98,1752,2017-09-15,,,其他发电,主营业务:热力供应、节能技术服务,热力供应、节能技术服务
1345,2895,川恒股份,贵州川恒化工股份有限公司,黔南布依族苗族自治州,福泉市,56729.65,2964.26,1096,2017-08-25,,,磷化工,主营业务:磷酸及磷酸盐产品的生产销售,磷酸及磷酸盐产品的生产销售
1346,2896,中大力德,宁波中大力德智能传动股份有限公司,宁波市,慈溪市,27796.78,3606.8,1137,2017-08-29,,,基础件,主营业务:从事机械传动与控制应用领域关键零部件的研发、生产、销售和服务,从事机械传动与控制应用领域关键零部件的研发、生产、销售和服务
1347,2897,意华股份,温州意华接插件股份有限公司,温州市,乐清市,62905.66,3505.98,3715,2017-09-07,,,通信传输设备,主营业务:连接器及其组件产品研发、生产和销售,连接器及其组件产品研发、生产和销售
1348,2898,赛隆药业,珠海赛隆药业股份有限公司,珠海市,香洲区,22932.29,3448.62,408,2017-09-12,,,化学制剂,主营业务:致力于药品的研发、生产、营销及技术服务,致力于药品的研发、生产、营销及技术服务
1349,2899,英派斯,青岛英派斯健康科技股份有限公司,青岛市,即墨区,37049.18,1816.96,1666,2017-09-15,,,健身器材,主营业务:从事健身器材的开发、制造与销售业务,从事健身器材的开发、制造与销售业务
1350,2900,哈三联,哈尔滨三联药业股份有限公司,--,黑龙江,99544.02,14443.24,1564,2017-09-22,,,--,主营业务:化学药品制剂的研发、生产和销售,化学药品制剂的研发、生产和销售
1351,2901,大博医疗,大博医疗科技股份有限公司,--,福建,35227.27,17528.34,1495,2017-09-22,,,--,主营业务:医用高值耗材的生产、研发与销售,医用高值耗材的生产、研发与销售
1352,2902,铭普光磁,东莞铭普光磁股份有限公司,--,广东,77158.52,868.33,3210,2017-09-29,,,--,主营业务:网络通信领域内通信磁性元器件、通信光电部件研发、生产及销售,网络通信领域内通信磁性元器件、通信光电部件研发、生产及销售
1353,2903,宇环数控,宇环数控机床股份有限公司,--,湖南,11837.63,3073.33,302,2017-10-13,,,--,主营业务:从事数控磨削设备及智能装备的研发、生产、销售与服务,从事数控磨削设备及智能装备的研发、生产、销售与服务
1354,2905,金逸影视,广州金逸影视传媒股份有限公司,--,广东,101445.54,8730.69,4881,2017-10-16,,,--,主营业务:院线发行和影院放映业务,院线发行和影院放映业务
1355,2906,华阳集团,惠州市华阳集团股份有限公司,--,广东,161661.68,1472.6,7147,2017-10-13,,,--,主营业务:汽车电子制造、精密电子部件制造、精密压铸以及LED照明等业务,汽车电子制造、精密电子部件制造、精密压铸以及LED照明等业务
1356,2907,华森制药,重庆华森制药股份有限公司,--,重庆,35330.22,6230.15,977,2017-10-20,,,--,主营业务:中成药、化学药研发、生产和销售,中成药、化学药研发、生产和销售
1357,2908,德生科技,广东德生科技股份有限公司,--,广东,16843.82,2474.93,834,2017-10-20,,,--,主营业务:专业从事社保卡的生产、销售及信息化服务,专业从事社保卡的生产、销售及信息化服务
1358,2909,集泰股份,广州集泰化工股份有限公司,--,广东,43880.84,844.16,653,2017-10-26,,,--,主营业务:密封胶和涂料的研发、生产、销售及服务。,密封胶和涂料的研发、生产、销售及服务。
1359,2910,庄园牧场,兰州庄园牧场股份有限公司,--,甘肃,31362.34,2632.55,907,2017-10-31,,,--,主营业务:乳制品和含乳饮料的生产、加工、销售及奶牛养殖业务,乳制品和含乳饮料的生产、加工、销售及奶牛养殖业务
1360,2911,佛燃股份,佛山市燃气集团股份有限公司,--,广东,238069.78,23890.12,2098,2017-11-22,,,--,主营业务:天然气的销售及输配、燃气工程设计、施工。,天然气的销售及输配、燃气工程设计、施工。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1361,2912,中新赛克,深圳市中新赛克科技股份有限公司,--,广东,26494.36,6209.54,792,2017-11-21,,,--,主营业务:为网络可视化基础架构、网络内容安全等产品的研发、生产和销售，以及相关产品的安装、调试和培训等技术服务。,为网络可视化基础架构、网络内容安全等产品的研发、生产和销售，以及相关产品的安装、调试和培训等技术服务。
1362,2913,奥士康,奥士康科技股份有限公司,--,湖南,101594.95,10326.31,3320,2017-12-01,,,--,主营业务:高密度印制电路板的研发、生产和销售,高密度印制电路板的研发、生产和销售
1363,2915,中欣氟材,浙江中欣氟材股份有限公司,--,浙江,21476.68,1604.63,433,2017-12-05,,,--,主营业务:从事氟精细化学品研发、生产、销售,从事氟精细化学品研发、生产、销售
1364,2916,深南电路,深南电路股份有限公司,深圳市,深圳市,323975.74,28035.39,9959,2017-12-13,,,--,主营业务:印制电路板的研发、生产及销售,印制电路板的研发、生产及销售
1365,2917,金奥博,深圳市金奥博科技股份有限公司,深圳市,深圳市,18538.68,3161.74,382,2017-12-08,,,--,主营业务:提供生产民爆器材的成套工艺技术、装备、软件系统及工业炸药关键原辅材料的一站式综合服务,提供生产民爆器材的成套工艺技术、装备、软件系统及工业炸药关键原辅材料的一站式综合服务
1366,2918,蒙娜丽莎,蒙娜丽莎集团股份有限公司,广东,佛山市,140990.05,13330.95,3198,2017-12-19,,,--,主营业务:高品质建筑陶瓷产品研发、生产和销售,高品质建筑陶瓷产品研发、生产和销售
1367,2919,名臣健康,名臣健康用品股份有限公司,汕头市,汕头市,25964.18,1946.51,1420,2017-12-18,,,--,主营业务:健康护理用品的研发、生产与销售,健康护理用品的研发、生产与销售
1368,2920,德赛西威,惠州市德赛西威汽车电子股份有限公司,惠州市,惠州市,286014.26,28690.46,4296,2017-12-26,,,--,主营业务:汽车电子产品的研发设计、生产和销售,汽车电子产品的研发设计、生产和销售
1369,2921,联诚精密,山东联诚精密制造股份有限公司,山东,济宁市,32195.96,2710.41,1869,2017-12-27,,,--,主营业务:精密机械零部件的研发设计和生产制造,精密机械零部件的研发设计和生产制造
1370,2922,伊戈尔,伊戈尔电气股份有限公司,广东,佛山市,48926.81,1774.32,3089,2017-12-29,,,--,主营业务:变压器、电源类及灯具产品的研发、设计、生产和销售。,变压器、电源类及灯具产品的研发、设计、生产和销售。
1371,2923,润都股份,珠海润都制药股份有限公司,珠海市,珠海市,47699.27,5218.01,1042,2018-01-05,,,--,主营业务:化学药制剂、化学原料药、医药中间体的研发、生产和销售,化学药制剂、化学原料药、医药中间体的研发、生产和销售
1372,2925,盈趣科技,厦门盈趣科技股份有限公司,福建,厦门市,130674.21,39728.83,3709,2018-01-15,,,--,"主营业务:主要从事智能控制部件、创新消费电子产品的研发、生产和销售,并为中小型企业提供智能制造解决方案。","主要从事智能控制部件、创新消费电子产品的研发、生产和销售,并为中小型企业提供智能制造解决方案。"
1373,2926,华西证券,华西证券股份有限公司,成都市,成都市,136087.58,53673.18,3170,2018-02-05,,,--,主营业务:经纪业务、投资银行业务、固定收益业务、研究咨询业务、受托资产管理业务、自营投资业务、战略客户服务业务、其他业务。,经纪业务、投资银行业务、固定收益业务、研究咨询业务、受托资产管理业务、自营投资业务、战略客户服务业务、其他业务。
1374,2927,泰永长征,贵州泰永长征技术股份有限公司,贵州,遵义市,15511.3,2528.91,842,2018-02-23,,,--,主营业务:低压断路器、双电源自动转换开关、工控自动化产品等低压电器元器件及其系统集成成套设备的研发、生产和销售。,低压断路器、双电源自动转换开关、工控自动化产品等低压电器元器件及其系统集成成套设备的研发、生产和销售。
1375,2928,华夏航空,华夏航空股份有限公司,贵阳市,贵阳市,202782.88,12184.71,3907,2018-03-02,,,--,主营业务:客运、货运等航空运输服务。,客运、货运等航空运输服务。
1376,2929,润建通信,润建通信股份有限公司,广西,南宁市,150205.63,10269.72,9446,2018-03-01,,,--,主营业务:提供专业化的通信网络技术服务,提供专业化的通信网络技术服务
1377,2930,宏川智慧,广东宏川智慧物流股份有限公司,东莞市,东莞市,18935.7,4740.68,622,2018-03-28,,,--,主营业务:为境内外石化产品生产商、贸易商和终端用户提供仓储综合服务及其他相关服务,为境内外石化产品生产商、贸易商和终端用户提供仓储综合服务及其他相关服务
1378,2931,锋龙股份,浙江锋龙电气股份有限公司,浙江,绍兴市,15512.47,2024.35,675,2018-04-03,,,--,主营业务:园林机械零部件及汽车零部件的研发、生产和销售,园林机械零部件及汽车零部件的研发、生产和销售
1379,2932,明德生物,武汉明德生物科技股份有限公司,湖北,武汉市,9789.58,3873.03,369,2018-07-10,,,--,主营业务:POCT快速诊断试剂与快速检测仪器的自主研发、生产和销售,POCT快速诊断试剂与快速检测仪器的自主研发、生产和销售
1380,2933,新兴装备,北京新兴东方航空装备股份有限公司,北京,北京市,16220.79,5682.5,234,2018-08-28,,,--,主营业务:伺服控制技术为核心的航空装备产品的研发、生产、销售及相关服务。,伺服控制技术为核心的航空装备产品的研发、生产、销售及相关服务。
序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(201806),净利润(201806),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
1381,2935,天奥电子,成都天奥电子股份有限公司,四川,成都市,32342.33,2718.00,509,2018-09-03,,,--,主营业务:时间频率产品、北斗卫星应用产品的研发、设计、生产和销售,时间频率产品、北斗卫星应用产品的研发、设计、生产和销售
1382,2936,郑州银行,郑州银行股份有限公司,河南,郑州市,515946.60,236655.30,4313,2018-09-19,,,--,主营业务:公司银行业务、零售银行业务和资金业务,公司银行业务、零售银行业务和资金业务
1383,2937,兴瑞科技,宁波兴瑞电子科技股份有限公司,浙江,宁波市,47712.84,4832.41,2877,2018-09-26,,,--,主营业务:提供连接器、屏蔽罩、散热片、支撑件、外壳、调节器和整流桥等精密电子零部件产品及模具产品,提供连接器、屏蔽罩、散热片、支撑件、外壳、调节器和整流桥等精密电子零部件产品及模具产品
1384,2938,鹏鼎控股,鹏鼎控股(深圳)股份有限公司,广东,深圳市,947976.45,43031.49,31797,2018-09-18,,,--,主营业务:从事各类印制电路板的设计、研发、制造与销售业务,从事各类印制电路板的设计、研发、制造与销售业务
1385,2939,长城证券,长城证券股份有限公司,广东,深圳市,137531.61,31233.93,3121,2018-10-26,,,--,主营业务:证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券承销与保荐;证券自营;证券资产管理;融资融券;证券投资基金代销;为期货公司提供中间介绍业务;代销金融产品。,证券经纪;证券投资咨询;与证券交易、证券投资活动有关的财务顾问;证券承销与保荐;证券自营;证券资产管理;融资融券;证券投资基金代销;为期货公司提供中间介绍业务;代销金融产品。
1386,2940,昂利康,浙江昂利康制药股份有限公司,浙江,绍兴市,61365.94,8449.41,848,2018-10-23,,,--,主营业务:从事化学原料药及制剂的研发、生产和销售,从事化学原料药及制剂的研发、生产和销售
1387,2941,新疆交建,新疆交通建设集团股份有限公司,新疆,乌鲁木齐市,174140.92,22945.66,1711,2018-11-28,,,--,"主营业务:公路、桥梁、隧道、市政工程等基础设施的施工、勘察设计与试验检测,以及路桥工程施工主材料的贸易业务","公路、桥梁、隧道、市政工程等基础设施的施工、勘察设计与试验检测,以及路桥工程施工主材料的贸易业务"
