index_col,stock_code,shortname,fullname,address,income,profit,number,comedate,book,report,industry,bussiness
426,HK0468,纷美包装,纷美包装有限公司,开曼群岛,--,--,1232,2010-12-09,--,,包装印刷,从事乳制品及非碳酸软饮料纸包装材料及灌装机的生产、分销及销售。
427,HK0469,凯普松国际,凯普松国际电子有限公司,开曼群岛,--,--,2515,2007-05-07,--,,电子元器件,生产及销售铝质电解电容器及铝箔。
428,HK0471,中播控股,中国移动多媒体广播控股有限公司,开曼群岛,--,--,30,2005-10-10,--,,卫星及无线通信,提供融合移动电视和多媒体广播及贸易印刷线路板服务。
429,HK0472,新丝路文旅,新丝路文旅有限公司,百慕达,--,--,971,1988-01-29,--,,葡萄酒,于中国生产及销售自家品牌之葡萄酒、青稞酒及中国白酒；于南韩开发及经营房地产、文化旅游业务；及于南韩济州经营博彩业务。
430,HK0474,昊天发展集团,昊天发展集团有限公司,开曼群岛,--,--,316,2006-06-06,--,,信贷,金融服务、证券投资、期货交易及物流及仓储业务。
431,HK0475,中发展控股,中发展控股有限公司,开曼群岛,--,--,29,2007-04-17,--,,珠宝首饰,于中国从事设计、制造及批发真品珠宝产品。
432,HK0476,中国动力控股,中国动力(控股)有限公司,百慕达,--,--,267,1996-05-24,--,,铜,投资控股、金属及矿物买卖、开发新能源业务及原矿石及矿产资源处理。
433,HK0479,华建控股,华建控股有限公司,百慕达,--,--,44,1993-07-21,--,,计算机设备,"分销伺服器储存、多媒体及通讯产品,借贷,证券投资,以及分销电饭煲及家庭电器。"
434,HK0480,香港兴业国际,香港兴业国际集团有限公司,开曼群岛,--,--,2436,1988-03-11,--,,房地产,发展及管理住宅楼宇及休闲项目并为其提供必需及康乐服务、其他物业发展、物业投资、酒店经营及提供医疗保健服务。
435,HK0482,圣马丁国际,圣马丁国际控股有限公司,百慕达,--,--,2212,2005-05-12,--,,消费电子,买卖及制造媒体娱乐平台相关产品及其他多媒体产品，整合讯号系统及交通通讯网络，卫星电视及天线贸易。
436,HK0483,包浩斯国际,包浩斯国际(控股)有限公司,开曼群岛,--,--,1222,2005-05-12,--,,服装,生产及买卖成衣及配饰。
437,HK0484,云游控股,云游控股有限公司,开曼群岛,--,--,303,2013-10-03,--,,软件开发,在中国从事网页游戏及移动游戏研发和发行。
438,HK0485,中国华星,中国华星集团有限公司,百慕达,--,--,55,1988-04-12,--,,消费电子,设计、销售电子产品；水电站运营及管理；以及物业投资及证券买卖之业务。
439,HK0486,俄铝,俄铝,泽西群岛,--,--,61138,2010-01-27,--,,铝,生产及销售铝(包括合金及增值产品)；策略投资，包括于NorilskNickel及煤炭业务的投资。
440,HK0487,实德环球,实德环球有限公司,百慕达,--,--,182,1988-05-03,--,,旅游服务,旅游相关业务、彩票业务及物业投资业务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
441,HK0488,丽新发展,丽新发展有限公司,香港,--,--,1600,1988-03-11,--,,地产投资,物业发展供出售用途、物业投资，酒店与餐厅之投资及经营，以及投资控股。
442,HK0489,东风集团股份,东风汽车集团股份有限公司,中国湖北省,--,--,149092,2005-12-07,--,,汽车制造,是制造和销售汽车、发动机及其他汽车零部件，并提供金融服务。
443,HK0491,英皇文化产业,英皇文化产业集团有限公司,百慕达,--,--,203,1992-06-10,--,,影视,电影及电视节目制作及投资；戏院营运；表演项目制作及投资、音乐制作及其他；及证券投资。
444,HK0493,国美零售,国美零售控股有限公司,百慕达,--,--,39771,1992-04-15,--,,家电,在中国经营及管理电器、电子消费品零售门店及电子产品在线销售网络。
445,HK0494,利丰,利丰有限公司,百慕达,--,--,21047,1992-07-01,--,,服装配套,贸易、物流及分销消费产品。
446,HK0495,PALADIN,百利大有限公司,百慕达,--,--,32,1988-07-20,--,,地产投资,投资控股、物业发展及物业投资。
447,HK0496,卡森国际,卡森国际控股有限公司,开曼群岛,--,--,3400,2005-10-20,--,,家具家居,制造软体家俱；物业发展；及经营旅游相关度假区。
448,HK0497,资本策略地产,资本策略地产有限公司,百慕达,--,--,--,1992-04-15,--,,房地产,物业投资及买卖以及酒店营运；物业控股；证券买卖及投资。
449,HK0498,保华集团,保华集团有限公司,百慕达,--,--,1486,1993-09-21,--,,房屋建筑,发展港口设施及港口相关物业，营运港口、液化石油气及物流业务，发展、销售及租赁房地产物业及已平整土地，提供信贷服务及证券买卖。
450,HK0499,青岛控股,青岛控股国际有限公司,百慕达,--,--,11,1988-07-22,--,,地产投资,物业租赁、物业投资(经合营企业)、停车场分租及贷款融资。
451,HK0500,先丰服务集团,先丰服务集团有限公司,百慕达,--,--,449,1988-07-29,--,,航空运输,提供航空及物流服务及提供线上金融市场资讯业务。
452,HK0503,朗生医药,朗生医药控股有限公司,开曼群岛,--,--,835,2010-05-07,--,,药品,制造及买卖药品。
453,HK0505,欢悦互娱,欢悦互娱控股有限公司,开曼群岛,--,--,1212,2007-12-27,--,,铜,制造及销售高精度铜板带、买卖原材料、提供加工服务、管理投资组合以及开发、经营及分销互联网及移动游戏产品。
454,HK0506,中国食品,中国食品有限公司,百慕达,--,--,24421,1988-10-07,--,,葡萄酒,葡萄酒及其他相关饮料产品的生产、销售及贸易；生产及分销巧克力及其他相关产品；加工及分销碳酸饮料及其他相关饮料；分销小包装食用油。
455,HK0508,鼎亿集团投资,鼎亿集团投资有限公司,百慕达,--,--,36,1988-10-26,--,,信贷,证券买卖业务；酒类买卖业务；餐饮－餐厅业务；贷款融资业务及金属买卖业务。
456,HK0509,世纪阳光,世纪阳光集团控股有限公司,开曼群岛,--,--,4580,2004-02-17,--,,化肥,农业肥料业务、金属镁产品业务、炼钢熔剂业务和电子产品业务。
457,HK0510,时富金融服务集团,时富金融服务集团有限公司,百慕达,--,--,171,2000-12-15,--,,证券,提供证券、期货、期权及互惠基金以及保险相关投资产品之网上及传统经纪业务；证券及期权之投资；提供保证金融资、贷款服务及企业融资服务。
458,HK0511,电视广播,电视广播有限公司,香港,--,--,4341,1988-11-23,--,,有线电视,免费电视广播、节目制作及与电视广播有关的其他业务。
459,HK0512,远大医药,远大医药健康控股有限公司,百慕达,--,--,7498,1995-12-19,--,,药品,于中国制造及销售医药制剂及医疗器械、生物技术产品及营养产品、精品原料药和其他产品。
460,HK0513,恒和集团,恒和珠宝集团有限公司,香港,--,--,639,1988-11-08,--,,珠宝首饰,设计、制造、推广及买卖珠宝首饰及钻石；物业投资；采矿业务；投资。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
461,HK0515,达进东方照明,达进东方照明控股有限公司,开曼群岛,--,--,1209,2006-06-23,--,,电子元器件,制造及买卖单面印刷电路板(PCB)、双面PCB及多层PCB及发光二极管(LED)照明。
462,HK0517,中远海运国际,中远海运国际(香港)有限公司,百慕达,--,--,856,1992-02-11,--,,港口运输,提供航运服务及一般贸易。
463,HK0518,同得仕(集团),同得仕(集团)有限公司,香港,--,--,3700,1988-12-15,--,,女装,成衣制造及销售。
464,HK0519,实力建业,实力建业集团有限公司,百慕达,--,--,24,1986-03-24,--,,地产投资,度假村及物业发展；物业投资；及投资控股。
465,HK0520,呷哺呷哺,呷哺呷哺餐饮管理(中国)控股有限公司,开曼群岛,--,--,16888,2014-12-17,--,,餐饮,于中国经营快速休闲餐厅及提供餐饮服务。
466,HK0521,CWT INT'L,CWT International Limited,香港,--,--,766,1988-12-23,--,,信息化服务,休闲及旅游服务（包括经营高尔夫球会及提供酒店及休闲服务）；及开发及提供系统整合解决方案、系统设计及销售系统硬件。
467,HK0522,ASM PACIFIC,ASM Pacific Technology Ltd.,开曼群岛,--,--,14500,1989-01-03,--,,半导体,设计、制造及销售半导体工业及电子装嵌工业所用之器材、工具及物料。
468,HK0524,长城一带一路,e-Kong Group Ltd.,百慕达,--,--,107,1989-04-21,--,,通信服务,电讯服务、透过电子商务平台提供金融支付处理解决方案及软件开发服务及分销业务以及其他业务（指提供保险相关产品分销服务及顾问服务）。
469,HK0525,广深铁路股份,广深铁路股份有限公司,中国广东省,--,--,43206,1996-05-14,--,,铁路运输,铁路客货运输服务
470,HK0526,利时集团控股,利时集团(控股)有限公司,百慕达,--,--,1939,1995-10-11,--,,家具家居,家用品之制造及贸易、经营百货公司及超级市场、酒类及饮品及电器批发，以及投资控股。
471,HK0527,瑞风新能源,中国瑞风新能源控股有限公司,开曼群岛,--,--,140,2006-06-09,--,,新能源,风力发电及风机叶片制造。
472,HK0528,金达控股,金达控股有限公司,开曼群岛,--,--,2627,2006-12-12,--,,纺织品,生产及销售亚麻纱。
473,HK0529,SIS INT'L,新龙国际集团有限公司,百慕达,--,--,95,1992-08-18,--,,通信设备,投资控股；物业投资；分销流动及资讯科技产品；提供硬件、软件及企业管理服务；分销流动电话产品。
474,HK0530,高银金融,高银金融(集团)有限公司,百慕达,--,--,345,1992-10-08,--,,信贷,提供保理服务、金融投资、酒品及酒品相关业务、物业发展及投资，以及出版刊物。
475,HK0531,顺诚,顺诚控股有限公司,--,--,--,7900,2005-11-17,--,,--,制造及销售家，家贸易及采购服务，投资控股。
476,HK0532,WKK INTL (HOLD),Wong's Kong King International (Holdings) Limited,百慕达,--,--,5255,1989-07-10,--,,电子元器件,贸易及分销用以制造印刷电路板及电子产品之化学品、物料及设备及为原产品客户制造电器及电子产品。
477,HK0533,金利来集团,金利来集团有限公司,香港,--,--,1850,1992-09-18,--,,男装,分销及制造服装、皮具及配饰和商标授权业务，投资及发展物业。
478,HK0535,金地商置,金地商置集团有限公司,百慕达,--,--,2313,1989-10-16,--,,房地产,物业投资、发展及管理其住宅、写字楼及商业园之项目。
479,HK0536,贸易通,贸易通电子贸易有限公司,香港,--,--,258,2005-10-28,--,,电商及互联网,提供处理若干政府贸易文件的政府电子贸易服务GETS，电子商贸服务及保安解决方案等。
480,HK0538,味千(中国),味千(中国)控股有限公司,开曼群岛,--,--,10252,2007-03-30,--,,餐饮,餐厅经营以及拉面及相关产品之生产及销售。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
481,HK0539,冠华国际控股,冠华国际控股有限公司,百慕达,--,--,7040,1996-05-13,--,,纺织品,生产与销售针织布料及色纱、成衣制品以及树脂。
482,HK0540,迅捷环球控股,迅捷环球控股有限公司,开曼群岛,--,--,425,2013-01-15,--,,服装配套,服装供应链服务业务，服装零售业务，物业投资及发展。
483,HK0542,富元国际集团,富元国际集团有限公司,开曼群岛,--,--,48,1989-11-23,--,,酒店,于中国从事物业发展及酒店业务。
484,HK0543,太平洋网络,太平洋网络有限公司,开曼群岛,--,--,1349,2007-12-18,--,,电商及互联网,提供不同商品的互联网广告服务。
485,HK0544,大同集团,大同集团有限公司,百慕达,--,--,310,1989-12-14,--,,物流,提供冷冻仓库及相关服务、于中国提供贸易及相关服务、贷款服务以及投资控股。
486,HK0546,阜丰集团,阜丰集团有限公司,开曼群岛,--,--,7500,2007-02-08,--,,食品添加剂,制造及销售发酵食品添加剂、生化产品及淀粉产品。
487,HK0547,数字王国,数字王国集团有限公司,百慕达,--,--,987,1992-07-06,--,,影视,媒体娱乐业务及物业投资业务。
488,HK0548,深圳高速公路股份,深圳高速公路股份有限公司,中国深圳市,--,--,4809,1997-03-12,--,,公路运输,收费公路和道路的投资、建设及经营管理
489,HK0549,奇峰化纤,吉林奇峰化纤股份有限公司,中国吉林省吉林市吉林高新技术开发区恒山西路D区4座,--,--,1719,--,--,,--,制造及销售腈纶纤维产品。
490,HK0550,KK文化,KK文化控股有限公司,百慕达,--,--,55,2000-07-20,--,,传媒广告,提供广告服务。
491,HK0551,裕元集团,裕元工业(集团)有限公司,百慕达,--,--,360000,1992-07-02,--,,鞋类,制造及经销运动鞋、运动型休闲鞋、便服鞋及户外鞋。
492,HK0552,中国通信服务,中国通信服务股份有限公司,中国北京市,--,--,97000,2006-12-08,--,,通信设备,在中国及海外提供电信相关支撑服务，包括电信基建服务之设计、施工及项目监理；业务流程外判；及其他服务。
493,HK0553,南京熊猫电子股份,南京熊猫电子股份有限公司,中国南京市,--,--,3819,1996-05-02,--,,通信设备,电子装备、消费电子产品的研发、生产和销售以及电子制造服务。
494,HK0554,汉思能源,汉思能源有限公司,开曼群岛,--,--,460,1997-05-28,--,,气油设备与服务,提供石油和石化产品码头、转输、仓库及贮存设施服务。
495,HK0555,御泰中彩控股,御泰中彩控股有限公司,百慕达,--,--,557,2000-09-28,--,,彩票,于中国从事彩票系统与游戏开发业务及彩票产品配送与市场推广业务。
496,HK0556,泛亚环保,泛亚环保集团有限公司,开曼群岛,--,--,110,2007-12-21,--,,环保工程,于中国从事销售管道、水处理及烟气处理产品及设备，以及承接环保建设工程项目及制造及销售环保建筑材料。
497,HK0557,天元医疗,中国天元医疗集团有限公司,开曼群岛,--,--,88,1989-12-29,--,,酒店,投资控股及提供顾问服务。
498,HK0558,力劲科技,力劲科技集团有限公司,开曼群岛,--,--,4000,2006-10-16,--,,电子元器件,设计、制造及销售热室及冷室压铸机、注塑机、电脑数控加工中心及相关配件。
499,HK0559,德泰新能源集团,德泰新能源集团有限公司,百慕达,--,--,67,1997-01-03,--,,信贷,制造及买卖电动自行车；买卖及分销酒类产品；提供借贷服务及上市证券投资。
500,HK0560,珠江船务,珠江船务企业(股份)有限公司,香港,--,--,2095,1997-05-23,--,,港口运输,货物运输、货物处理及仓储、客运、燃料供应、企业及其他业务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
501,HK0563,上实城市开发,上海实业城市开发集团有限公司,百慕达,--,--,1592,1993-09-10,--,,房地产,于中国进行物业发展、物业投资及酒店经营。
502,HK0564,郑煤机,郑州煤矿机械集团股份有限公司,中国郑州市,--,--,3237,2012-12-05,--,,重型机械,生产销售以液压支架、刮板机为主的煤矿综采设备、生产销售汽车零部件
503,HK0565,锦艺集团控股,锦艺集团控股有限公司,开曼群岛,--,--,169,2003-09-10,--,,地产投资,生产及销售面料（以中国之中高档市场为目标）及物业营运。
504,HK0566,汉能薄膜发电,汉能薄膜发电集团有限公司,百慕达,--,--,3063,1996-01-29,--,,新能源,"制造矽基及铜铟镓硒薄膜太阳能光伏组件之生产设备及整套生产线,以及销售太阳能电站及屋顶电站。"
505,HK0567,大昌微线集团,大昌微线集团有限公司,百慕达,--,--,458,1990-01-31,--,,电子元器件,投资控股、制造及销售线路板。
506,HK0568,山东墨龙,山东墨龙石油机械股份有限公司,中国山东省,--,--,1925,2004-04-15,--,,气油设备与服务,设计、制造及销售抽油机、抽油杆、抽油泵、油管、套管及相关石油钻采机械配件。
507,HK0569,中国自动化,中国自动化集团有限公司,开曼群岛,--,--,1659,2007-07-12,--,,信息化服务,从事石油化工及铁路行业的紧急及安全控制系统供应业务，并相关之工程及维修保养服务。
508,HK0570,中国中药,中国中药控股有限公司,香港,--,--,9963,1993-04-07,--,,中药,于中国研发、生产及销售中药及医药产品。
509,HK0571,丰德丽控股,丰德丽控股有限公司,百慕达,--,--,2010,1980-01-09,--,,影视,物业发展及投资；发展、经营及投资于休闲娱乐及相关设施、媒体、音乐制作及发行；投资、制作及发行电影及影像光碟产品；戏院营运；化妆品销售；及投资控股。
510,HK0572,未来世界金融,未来世界金融控股有限公司,开曼群岛,--,--,21,2003-07-02,--,,电商及互联网,电子商务业务、证券买卖及投资、提供融资服务、贸易业务及相关服务以及在香港持有投资物业。
511,HK0573,稻香控股,稻香控股有限公司,开曼群岛,--,--,8574,2007-06-29,--,,餐饮,食肆及饼店营运，提供餐饮服务，以及生产、销售、分销与食肆营运相关的食品及其他项目及禽畜养殖营运。
512,HK0574,百信国际,百信国际控股有限公司,开曼群岛,--,--,274,2015-06-19,--,,医药商业,医药分销，自营零售药房及制药。
513,HK0575,励晶太平洋,励晶太平洋集团有限公司,开曼群岛,--,--,19,1997-05-19,--,,其他,勘探及开采天然资源及企业投资。
514,HK0576,浙江沪杭甬,浙江沪杭甬高速公路股份有限公司,中国浙江省,--,--,6818,1997-05-15,--,,公路运输,经营及管理高等级公路，提供证券经纪服务和证券自营买卖。
515,HK0577,南岸集团,十三集团有限公司,百慕达,--,--,1707,1996-04-25,--,,房屋建筑,承建管理、物业发展管理、物业投资及酒店发展。
516,HK0578,融信资源,融信资源控股有限公司,百慕达,--,--,1667,1997-05-15,--,,煤炭,在中国生产及销售煤炭以及购入煤炭之贸易。
517,HK0579,京能清洁能源,北京京能清洁能源电力股份有限公司,中国北京市,--,--,2697,2011-12-22,--,,电力,燃气发电及供热，风力发电、光伏发电、水电及其他业务。
518,HK0580,赛晶电力电子,赛晶电力电子集团有限公司,开曼群岛,--,--,667,2010-10-13,--,,电子元器件,买卖电子电力部件及制造电子电力部件。
519,HK0581,中国东方集团,中国东方集团控股有限公司,百慕达,--,--,10600,2004-03-02,--,,钢铁,生产及销售钢铁产品、钢铁产品及铁矿石贸易以及房地产业务。
520,HK0582,蓝鼎国际,蓝鼎国际发展有限公司,百慕达,--,--,1100,2002-04-30,--,,博彩,发展及经营综合休闲及娱乐度假村;俱乐部及娱乐设施;物业发展;及设计及产销发光二极体及半导体照明相关产品。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
521,HK0583,长城环亚控股,长城环亚控股有限公司,百慕达,--,--,5,1990-06-29,--,,地产投资,出版、印刷及分销南华早报、星期日南华早报、各类杂志及其他相关之印刷及电子刊物；物业投资。
522,HK0585,意马国际,意马国际控股有限公司,百慕达,--,--,28,1997-03-10,--,,证券,从事电脑造像、文化及娱乐事务、投资业务及综合金融服务业务。
523,HK0586,海螺创业,中国海螺创业控股有限公司,开曼群岛,--,--,1526,2013-12-19,--,,环保工程,提供节能环保解决方案、港口物流服务、新型建材的生产销售与投资。
524,HK0587,华瀚健康,华瀚健康产业控股有限公司,开曼群岛,--,--,1513,2002-12-10,--,,药品,制造及销售医疗药品、女性药用护理品及生物药品；买卖医药产品、研发医药产品；以及提供医院管理服务及医院供应链业务。
525,HK0588,北京北辰实业股份,北京北辰实业股份有限公司,中国北京市,--,--,5309,1997-05-14,--,,房地产,从事房地产开发、物业出租、酒店、百货业及物业管理等业务
526,HK0589,宝国国际,宝国国际控股有限公司,百慕达,--,--,4500,2003-10-31,--,,服装配套,批发和零售男女服装和鞋类、手袋、眼镜、围巾及香水等配饰。
527,HK0590,六福集团,六福集团(国际)有限公司,百慕达,--,--,7300,1997-05-06,--,,珠宝首饰,各类黄铂金首饰及珠宝首饰产品之采购、设计、批发、商标授权及零售业务。
528,HK0591,中国高精密,中国高精密自动化集团有限公司,开曼群岛,--,--,641,2009-11-13,--,,电子元器件,制造及销售高精密工业自动化仪表及技术产品以及钟表仪表。
529,HK0592,BOSSINI INT'L,堡狮龙国际有限公司,百慕达,--,--,2200,1993-11-02,--,,服装配套,零售及分销成衣，以及提供与成衣相关之服务。
530,HK0593,梦东方,梦东方集团有限公司,百慕达,--,--,259,1993-07-27,--,,房地产,提供护老服务、分销医疗设备、投资金融工具及物业发展。
531,HK0595,AV CONCEPT HOLD,先思行集团有限公司,开曼群岛,--,--,177,1996-04-24,--,,半导体,电子元件之市场推广及分销、电子产品之设计、开发及销售以及创业投资。
532,HK0596,浪潮国际,浪潮国际有限公司,开曼群岛,--,--,3162,2004-04-29,--,,软件开发,开发软件及提供软件外包服务。
533,HK0598,中国外运,中国外运股份有限公司,中国北京市,--,--,25954,2003-02-13,--,,港口运输,货运代理、专业物流、仓储和码头服务和其他以汽车运输、船舶承运和快递服务。
534,HK0599,怡邦行控股,怡邦行控股有限公司,开曼群岛,--,--,169,2000-04-12,--,,家具家居,香港从事进口、批发及安装建筑五金、卫浴、厨房设备及家，以及在中国为物业发展商提供建筑服务。
535,HK0600,中国基建投资,中国基建投资有限公司,开曼群岛,--,--,11,1993-10-05,--,,气油设备与服务,投资控股公司，其投资组合包括物业投资；及天然气业务。
536,HK0601,稀镁科技,权智(国际)有限公司,百慕达,--,--,1133,1993-01-28,--,,消费电子,设计、制造及销售原件设计生产产品，电子辞典产品、个人通讯产品、提供电子制造服务及制造及销售金属镁相关产品。
537,HK0602,佳华百货控股,佳华百货控股有限公司,开曼群岛,--,--,1360,2007-05-21,--,,百货商城,于中国经营及管理零售店，批发易耗品及提供保理业务。
538,HK0603,中油燃气,中油燃气集团有限公司,百慕达,--,--,3512,1993-05-28,--,,燃气,投资于天然气及能源相关业务。
539,HK0604,深圳控股,深圳控股有限公司,香港,--,--,18293,1997-03-07,--,,房地产,开发物业、物业管理及物业投资。
540,HK0605,中国金融投资管理,中国金融投资管理有限公司,香港,--,--,211,1993-04-07,--,,信贷,提供综合短期融资服务，包括短期融资、贷款担保服务以及相关管理及咨询服务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
541,HK0606,中国粮油控股,中国粮油控股有限公司,香港,--,--,27393,2007-03-21,--,,食用油,油籽加工；生化和生物燃料产品的生产及销售；大米加工和贸易；小麦加工；及啤酒原料的生产及销售。
542,HK0607,丰盛控股,丰盛控股有限公司,开曼群岛,--,--,8079,2002-12-18,--,,环保工程,物业发展及投资、旅游、投资、提供健康产品及服务、以及新能源业务。
543,HK0608,达利国际,达利国际集团有限公司,百慕达,--,--,6500,1992-08-04,--,,服装,成衣制造、贸易及零售。
544,HK0609,天德化工,天德化工控股有限公司,开曼群岛,--,--,1433,2006-10-27,--,,化工用品,为研发、生产及销售精细化工产品。
545,HK0610,WAI KEE HOLD,惠记集团有限公司,百慕达,--,--,2223,1992-08-28,--,,建筑工程,建筑土木工程及楼宇项目；生产及销售混凝土；生产及销售石矿产品；以及策略投资。
546,HK0611,中国核能科技,中国核能科技集团有限公司,百慕达,--,--,175,1993-02-12,--,,新能源,融资业务；太阳能发电业务；光伏电站的设计及咨询服务，工程、采购及建设业务；及企业管理、投资及库务服务。
547,HK0612,中国鼎益丰,中国投资基金国际控股有限公司,--,--,--,30,2002-01-02,--,,--,从事上市及非上市证券投资。
548,HK0613,YUGANG INT'L,渝港国际有限公司,百慕达,--,--,29,1993-11-12,--,,地产投资,财务管理；物业投资；及经销废金属及其他物料。
549,HK0616,高山企业,高山企业有限公司,百慕达,--,--,42,1991-09-16,--,,房地产,物业投资、贷款融资、成衣买卖、买卖证券。
550,HK0617,百利保控股,百利保控股有限公司,百慕达,--,--,2220,1993-12-17,--,,酒店,物业发展及投资、建筑及与楼宇相关之业务、酒店拥有、酒店经营及管理、资产管理及其他投资，包括金融资产投资以及飞机拥有及租赁业务。
551,HK0618,北大资源,北大资源(控股)有限公司,百慕达,--,--,1473,1991-10-07,--,,房地产,分销信息产品；物业发展及物业投资。
552,HK0619,南华金融,南华金融控股有限公司,香港,--,--,263,1993-07-16,--,,证券,证券、期货合约、金银及外汇经纪及买卖;展融资及信贷借款;企业咨询及包销服务;资产及财富管理;物业投资;投资控股。
553,HK0620,大唐西市,大唐西市丝路投资控股有限公司,百慕达,--,--,158,1991-09-30,--,,珠宝首饰,销售珠宝、销售古董、销售船只、提供海事工程服务、提供建造及钢结构工程、提供拍卖服务及提供金融科技服务。
554,HK0621,坛金矿业,坛金矿业有限公司,百慕达,--,--,46,1995-12-18,--,,贵金属,于南非共和国经营金矿及矿产销售。
555,HK0622,威华达控股,威华达控股有限公司,百慕达,--,--,43,1991-09-16,--,,证券,投资控股、提供证券经纪服务、配股及包销、企业融资顾问、证券买卖及投资、展融资、放债、投资顾问及资产管理。
556,HK0623,中视金桥,中视金桥国际传媒控股有限公司,香港,--,--,460,2008-07-08,--,,传媒广告,为广告主及广告代理商提供电视广告、创意内容制作及数字营销服务。
557,HK0626,大众金融控股,大众金融控股有限公司,百慕达,--,--,1372,1991-10-03,--,,银行,提供零售与商业银行及贷款服务、证券经纪服务、投资物业租赁、向的士及公共小型巴士的买家提供融资、买卖的士车辆与的士牌照以及出租的士。
558,HK0627,福晟国际,福晟国际控股集团有限公司,百慕达,--,--,60,2000-11-13,--,,建筑材料,时装批发及零售、建材贸易及物业投资。
559,HK0628,国美金融科技,国美金融科技有限公司,百慕达,--,--,50,2002-07-24,--,,信贷,于中国提供房地产抵押贷款、个人财产典当贷款、商业保理、融资租赁、财务咨询及其他贷款服务，以及于香港提供借贷服务。
560,HK0629,悦达国际控股,悦达矿业控股有限公司,开曼群岛,--,--,415,2001-11-29,--,,其他金属矿物,勘探、开采及加工处理锌、铅、铁及金。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
561,HK0630,隽泰控股,隽泰控股有限公司,百慕达,--,--,26,1996-11-28,--,,医疗器械,制造及销售医疗设备产品，塑胶模具产品；提供公共关系服务、建造服务，放贷；及证券投资。
562,HK0631,三一国际,三一重装国际控股有限公司,开曼群岛,--,--,4958,2009-11-25,--,,重型机械,在中国大陆从事制造及销售掘进机、联合采煤机组、矿用运输车辆（包括井下和露天）、港口机器械、配件及服务。
563,HK0632,东方明珠石油,东方明珠石油有限公司,百慕达,--,--,20,1993-04-30,--,,油气开采,在美国犹他州尤因塔县尤因塔盆地若干天然气及油田从事石油及天然气的勘探、开采及生产。
564,HK0633,中国全通,中国全通(控股)有限公司,开曼群岛,--,--,1241,2009-09-16,--,,卫星及无线通信,提供通讯应用解决方案及服务以及投资业务。
565,HK0635,彩星集团,彩星集团有限公司,百慕达,--,--,121,1994-01-06,--,,玩具,玩具及家庭娱乐活动产品之设计、研发、市场推广及分销、物业投资、物业管理、餐厅营运及投资控股。
566,HK0636,嘉里物流,嘉里物流联网有限公司,百慕达,--,--,25900,2013-12-19,--,,物流,提供物流、货运及货仓租赁及经营服务。
567,HK0637,利记,利记控股有限公司,开曼群岛,--,--,190,2006-10-04,--,,其他金属矿物,于香港及中国大陆买卖锌、锌合金、镍、镍相关产品、铝、铝合金、不锈钢及其他电镀化工产品。
568,HK0638,建溢集团,建溢集团有限公司,百慕达,--,--,11100,1997-05-01,--,,家电,设计、制造及销售电器及电子产品、摩打及主要用于显示屏之物料、勘探、选矿及销售矿产品以及房地产发展。
569,HK0639,首钢资源,首钢福山资源集团有限公司,香港,--,--,5160,1990-10-02,--,,煤炭,焦煤炭开采、焦煤产品之生产和销售。
570,HK0640,星谦发展,星谦发展控股有限公司,开曼群岛,--,--,375,2010-08-12,--,,化工用品,制造及销售胶黏剂及相关产品，供应在中国及越南制造鞋履的客户以及买卖生产电子产品所用的胶黏剂。
571,HK0641,中国恒天立信国际,中国恒天立信国际有限公司,百慕达,--,--,4400,1990-10-12,--,,电子元器件,制造及销售染整机械、不锈钢材贸易、及制造及销售不锈钢铸造产品。
572,HK0643,恒富控股,恒富控股有限公司,百慕达,--,--,896,2000-03-13,--,,服装,成衣制造及贸易，证券投资。
573,HK0645,安域亚洲,安域亚洲有限公司,百慕达,--,--,9,1993-12-22,--,,煤炭,煤炭贸易。
574,HK0646,中国环保科技,中国环保科技控股有限公司,开曼群岛,--,--,105,2002-03-28,--,,水务,买卖机器及设备；环保技术、设备系统集成、城镇污水处理及工程技术服务。
575,HK0647,JOYCE BOUTIQUE,Joyce Boutique Holdings Ltd.,百慕达,--,--,402,1990-10-16,--,,服装配套,销售名牌时装、化妆品及饰物。
576,HK0648,中国华仁医疗,中国华仁医疗有限公司,香港,--,--,928,1990-10-29,--,,医疗器械,经营运动及医疗会所、眼镜产品及眼睛护理服务连锁店、肿瘤专科诊断治疗的连锁医疗中心；投资金融、固定、不良资产及借贷融资。
