index_col,stock_code,shortname,fullname,address,income,profit,number,comedate,book,report,industry,bussiness
1158,HK1358,普华和顺,普华和顺集团公司,开曼群岛,--,--,1398,2013-11-08,--,,医疗器械,于中国开发、制造及销售再生医用生物材料产品；高端输液器产品；以及骨科植入物产品。
1159,HK1359,中国信达,中国信达资产管理股份有限公司,中国北京市,--,--,20958,2013-12-12,--,,资产管理,以不良资产经营为核心，通过协同多元化的业务平台，向客户提供量身定制的金融解决方案和差异化的资产管理服务。
1160,HK1360,MEGAEXPO HLDG,Mega Expo Holdings Limited,开曼群岛,--,--,34,2013-11-06,--,,传媒广告,举办贸易展览及展览会，以及为展览会及贸易展览提供配套服务及分包及管理服务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
1161,HK1361,361度,361度国际有限公司,开曼群岛,--,--,8555,2009-06-30,--,,鞋类,在中国从事制造及买卖体育用品，包括鞋类、服装及配饰。
1162,HK1362,新龙移动,新龙移动集团有限公司,开曼群岛,--,--,36,2015-01-15,--,,通信设备,销售及分销流动电话及相关产品。
1163,HK1363,中滔环保,中滔环保集团有限公司,开曼群岛,--,--,2086,2013-09-25,--,,水务,提供工业废水集中处理、工业供水、固体废物（含严控废物）和危险废物集中处置处理、城乡生活垃圾无害化处理、以及环境检测。
1164,HK1365,润东汽车,中国润东汽车集团有限公司,开曼群岛,--,--,5045,2014-08-12,--,,汽车经销,于中国内地从事汽车销售及服务。
1165,HK1366,江南集团,江南集团有限公司,开曼群岛,--,--,3655,2012-04-20,--,,电子元器件,制造及买卖输配电系统及电器装备用电线电缆。
1166,HK1367,广州基金国际控股,广州基金国际控股有限公司,开曼群岛,--,--,155,2014-07-11,--,,服装配套,成衣产品贸易以及提供成衣供应链管理服务；提供金融服务；放债业务；及证券投资。
