二股东持股份额再度减少 东方银星称对未来发展有积极意义,https://news.10jqka.com.cn/m610424647/,中性,600753,东方银星
东方银星扣非净利降三成现金流降124倍   梁衍锋入主两年浮亏14亿地产借壳待考,https://news.10jqka.com.cn/m610370766/,中性,600753,东方银星
东方银星：二股东近期减持公司5%股份,https://news.10jqka.com.cn/m610343541/,利空,600753,东方银星
刘晓飞辞任东方银星董秘 副总田磊代职,https://news.10jqka.com.cn/m610052030/,利空,600753,东方银星
东方银星终止收购起帆投资 不排除其它类型优质资产注入,https://news.10jqka.com.cn/m607850213/,利空,600753,东方银星
挣扎了8个月 东方银星终于还是放弃了重组,https://news.10jqka.com.cn/m607815164/,利空,600753,东方银星
重大资产重组筹划八个月后告吹 东方银星核销部分长期挂账应收、应付账款遭问询,https://news.10jqka.com.cn/m607704792/,中性,600753,东方银星
东方银星终止重大资产重组事项,https://news.10jqka.com.cn/m607691546/,利空,600753,东方银星
证监会护航重组不停牌 明确调价机制五项要求,https://news.10jqka.com.cn/m607028116/,中性,600753,东方银星
东方银星收到告知函 豫商集团及其一致行动人承诺支持公司发展,https://news.10jqka.com.cn/m605830832/,利好,600753,东方银星
东方银星拟现金收购起帆投资40%股权 布局地产,https://news.10jqka.com.cn/m604283834/,利好,600753,东方银星
东方银星：重组拟现金收购中凯润贸易60%股权,https://news.10jqka.com.cn/m603224222/,利好,600753,东方银星
年报大戏正式“开演” 机构建议布局业绩超预期公司,https://news.10jqka.com.cn/m602579783/,利好,600753,东方银星
布局年报的绩优股 谨防预告业绩“变脸”雷区,https://news.10jqka.com.cn/m602579219/,利空,600753,东方银星
锦江股份一季度净利润增长28.18% 中端酒店规模优势显著,https://news.10jqka.com.cn/m611167092/,利好,600754,锦江股份
中信证券：经济回升期建议积极配置酒店板块,https://news.10jqka.com.cn/m610951097/,中性,600754,锦江股份
旅游酒店：扩张和REVPAR提升的业绩弹性荐3股,https://news.10jqka.com.cn/m610781655/,中性,600754,锦江股份
锦江股份2018年净利润增长22.76%   中端酒店已开业占比达33.09%,https://news.10jqka.com.cn/m610582517/,中性,600754,锦江股份
旅游酒店：五一假期延长促旅游板块估值修复荐2股,https://news.10jqka.com.cn/m610468076/,中性,600754,锦江股份
锦江股份：截至2018年9月30日 公司商誉账面原值为115.21亿元,https://news.10jqka.com.cn/m610214833/,中性,600754,锦江股份
酒店行业投资分析,https://news.10jqka.com.cn/m610193531/,中性,600754,锦江股份
锦江股份：平均房价保持高增长买入评级,https://news.10jqka.com.cn/m610116322/,中性,600754,锦江股份
MSCI指数再度扩容 锦江股份等入选,https://news.10jqka.com.cn/m610025027/,利好,600754,锦江股份
中泰证券：锦江股份向中端酒店倾斜看好公司龙头地位,https://news.10jqka.com.cn/m609986025/,中性,600754,锦江股份
厦门国贸一季度营收497.57亿元 同比增长42.74%,https://news.10jqka.com.cn/m611188475/,中性,600755,厦门国贸
厦门国贸一季度业绩实现开门红,https://news.10jqka.com.cn/m611151306/,中性,600755,厦门国贸
国贸期货屡遭监管处罚净利持续下滑 新董事长上任后公司财务数据表现平平,https://news.10jqka.com.cn/m611068224/,利空,600755,厦门国贸
厦门国贸2018年营收2066亿元 拟现金分红4.9亿元,https://news.10jqka.com.cn/m610955464/,中性,600755,厦门国贸
厦门国贸2018实现营收逾2000亿 规模效益创历史新高,https://news.10jqka.com.cn/m610951819/,中性,600755,厦门国贸
厦门国贸发布2018年年报：三大业务展布局 业绩稳中有进,https://news.10jqka.com.cn/m610951798/,中性,600755,厦门国贸
厦门国贸规模效益再创新高 金融板块成亮点,https://news.10jqka.com.cn/m610948715/,中性,600755,厦门国贸
厦门国贸前3月新增借款金额133.86亿 其中银行借款89.86亿,https://news.10jqka.com.cn/m610676673/,中性,600755,厦门国贸
上市申请获受理 鸿泉物联、福光股份闯关科创板,https://news.10jqka.com.cn/m610556771/,中性,600755,厦门国贸
厦门国贸与前海金融接盘世纪证券,https://news.10jqka.com.cn/m610398293/,中性,600755,厦门国贸
深圳证监局关于核准世纪证券有限责任公司变更持有5％以上股权的股东的批复,https://news.10jqka.com.cn/m610393944/,利好,600755,厦门国贸
世纪证券再易主 前海金控成第一大股东,https://news.10jqka.com.cn/m610265710/,中性,600755,厦门国贸
世纪证券迎来两大新股东 厦门国贸成券商概念股,https://news.10jqka.com.cn/m610236925/,中性,600755,厦门国贸
前海金控和厦门国贸收购世纪证券获核准,https://news.10jqka.com.cn/m610231205/,中性,600755,厦门国贸
厦门国贸拟发行20亿超短期债劵 利率最高3.5%,https://news.10jqka.com.cn/m610192979/,中性,600755,厦门国贸
厦门国贸完成发行第三期10亿超短期融资券 利率3%,https://news.10jqka.com.cn/m609995269/,中性,600755,厦门国贸
房企1月发债总额突破千亿,https://news.10jqka.com.cn/m609708917/,中性,600755,厦门国贸
厦门国贸控股股东增持1816万股,https://news.10jqka.com.cn/m609514160/,中性,600755,厦门国贸
看好厦门国贸发展前景 控股股东增持逾1.2亿元,https://news.10jqka.com.cn/m609513905/,中性,600755,厦门国贸
钢贸百强企业看冬储与后市,https://news.10jqka.com.cn/m609488855/,中性,600755,厦门国贸
频繁融资“解渴”  厦门国贸资金压力凸显,https://news.10jqka.com.cn/m609330129/,利空,600755,厦门国贸
厦门国贸优化布局  控股股东持续增持,https://news.10jqka.com.cn/m609276555/,中性,600755,厦门国贸
厦门国贸短期融资券发行 总额为10亿元,https://news.10jqka.com.cn/m609228426/,中性,600755,厦门国贸
解码“浪潮云”,https://news.10jqka.com.cn/m610198407/,中性,600756,浪潮软件
【超级大单】热门股退潮 这些股票特大单净流出超2亿元,http://t.10jqka.com.cn/m/zhibo/pid_103108581.shtml,中性,600756,浪潮软件
连续四涨停后 浪潮软件提示风险,https://news.10jqka.com.cn/m610130205/,利空,600756,浪潮软件
浪潮云谋求科创板上市 孙丕恕建议设立国家政务云,https://news.10jqka.com.cn/m610077735/,中性,600756,浪潮软件
长江传媒冷雪等两任董秘被监管关注 因高管信息填报错误,https://news.10jqka.com.cn/m607216897/,利空,600757,长江传媒
长江传媒拟转让华盛文化 可获益5435万元,https://news.10jqka.com.cn/m604446583/,利好,600757,长江传媒
消息面支撑知识产权板块升温 机构力荐4只潜力股,https://news.10jqka.com.cn/m603867366/,利好,600757,长江传媒
募投项目历时4年仍不及预期 长江传媒拟终止3.6亿项目,https://news.10jqka.com.cn/m602667074/,利空,600757,长江传媒
红阳能源：投资深圳国氢对公司影响很小,https://news.10jqka.com.cn/m611005072/,中性,600758,红阳能源
1-3月晋陕蒙合计原煤产量5.6亿吨 占全国原煤产量的69%,https://news.10jqka.com.cn/m610990763/,中性,600758,红阳能源
3月全国原煤产量29835万吨 同比增长2.7%,https://news.10jqka.com.cn/m610902239/,中性,600758,红阳能源
辽宁整合能源国企 沈煤集团逾4亿元转让红阳能源7.35%股份,https://news.10jqka.com.cn/m610345276/,中性,600758,红阳能源
沈煤集团干扰控股公司人员和业务独立性 被责令改正,https://news.10jqka.com.cn/m609494730/,利空,600758,红阳能源
清仓80亿美元油气股后 全球最大主权财富基金又有大动作,https://news.10jqka.com.cn/m610668954/,利空,600759,洲际油气
王文韬辞任洲际油气总裁 仍任公司董事长,https://news.10jqka.com.cn/m609708843/,中性,600759,洲际油气
洲际油气遭问询 要求说明为控股股东担保的合理性,https://news.10jqka.com.cn/m608896035/,利空,600759,洲际油气
洲际油气：股东拟减持不超0.97%股份,https://news.10jqka.com.cn/m608603916/,利空,600759,洲际油气
洲际油气：未对草根网络实际投资 未遭受实际损失,https://news.10jqka.com.cn/m608397356/,利空,600759,洲际油气
洲际油气百亿债务压身：大股东或涉“草根投资案”持股遭轮冻,https://news.10jqka.com.cn/m608388576/,利空,600759,洲际油气
洲际油气第十一届董事会副董事长张世明辞职,https://news.10jqka.com.cn/m608384122/,利空,600759,洲际油气
控股股东所持公司股份均被轮候冻结 洲际油气尚在了解具体原因,https://news.10jqka.com.cn/m608350809/,利空,600759,洲际油气
